(storm) D:\Zhiyu\GNN-UDS\surrogate>python maxred.py --env chaohu --act rand --pop_size 64 --processes 8 --rain_num 100 --rain_suffix chaohu_testall --result_dir maxred_all100 --termination n_gen 100
MaxRed configs: Namespace(act='rand', crossover=[1.0, 3.0], directed=False, env='chaohu', length=0, mutation=[1.0, 3.0], order=1, pop_size=64, processes=8, rain_dir='./envs/config/', rain_num=100, rain_suffix='chaohu_testall', result_dir='./results/chaohu/maxred_all100', sampling=0.4, setting_duration=10, termination=['n_gen', 100])
Runoff time: 46.26052403450012 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
    45 |     2880 |  8.985880E+02 |  8.888584E+02
    46 |     2944 |  8.959561E+02 |  8.772544E+02
    47 |     3008 |  8.917428E+02 |  8.769637E+02
    48 |     3072 |  8.886574E+02 |  8.769637E+02
    49 |     3136 |  8.848234E+02 |  8.740413E+02
    50 |     3200 |  8.824791E+02 |  8.628789E+02
    51 |     3264 |  8.792981E+02 |  8.628020E+02
    52 |     3328 |  8.745304E+02 |  8.553278E+02
    53 |     3392 |  8.711777E+02 |  8.552665E+02
    54 |     3456 |  8.688401E+02 |  8.552352E+02
    55 |     3520 |  8.660134E+02 |  8.552184E+02
    56 |     3584 |  8.629769E+02 |  8.543367E+02
    57 |     3648 |  8.613042E+02 |  8.543367E+02
    58 |     3712 |  8.590783E+02 |  8.467348E+02
    59 |     3776 |  8.569022E+02 |  8.467348E+02
    60 |     3840 |  8.531637E+02 |  8.467187E+02
    61 |     3904 |  8.496955E+02 |  8.352699E+02
    62 |     3968 |  8.459847E+02 |  8.352699E+02
    63 |     4032 |  8.436218E+02 |  8.352699E+02
    64 |     4096 |  8.404239E+02 |  8.247669E+02
    65 |     4160 |  8.362444E+02 |  8.246516E+02
    66 |     4224 |  8.334482E+02 |  8.239153E+02
    67 |     4288 |  8.318687E+02 |  8.239153E+02
    68 |     4352 |  8.288727E+02 |  8.239153E+02
    69 |     4416 |  8.249362E+02 |  8.132842E+02
    70 |     4480 |  8.222654E+02 |  8.125549E+02
    71 |     4544 |  8.194883E+02 |  8.041302E+02
    72 |     4608 |  8.155264E+02 |  8.041221E+02
    73 |     4672 |  8.123935E+02 |  8.041221E+02
    74 |     4736 |  8.106341E+02 |  7.929589E+02
    75 |     4800 |  8.082586E+02 |  7.929589E+02
    76 |     4864 |  8.051296E+02 |  7.929589E+02
    77 |     4928 |  8.012845E+02 |  7.929428E+02
    78 |     4992 |  7.981098E+02 |  7.818963E+02
    79 |     5056 |  7.945619E+02 |  7.818963E+02
    80 |     5120 |  7.923374E+02 |  7.818399E+02
    81 |     5184 |  7.900208E+02 |  7.818399E+02
    82 |     5248 |  7.875481E+02 |  7.767982E+02
    83 |     5312 |  7.849387E+02 |  7.767982E+02
    84 |     5376 |  7.822736E+02 |  7.706806E+02
    85 |     5440 |  7.797526E+02 |  7.706645E+02
    86 |     5504 |  7.779632E+02 |  7.706324E+02
    87 |     5568 |  7.751877E+02 |  7.706324E+02
    88 |     5632 |  7.734068E+02 |  7.706324E+02
    89 |     5696 |  7.725083E+02 |  7.706324E+02
    90 |     5760 |  7.713611E+02 |  7.599028E+02
    91 |     5824 |  7.697456E+02 |  7.597935E+02
    92 |     5888 |  7.671770E+02 |  7.597935E+02
    93 |     5952 |  7.638761E+02 |  7.597935E+02
    94 |     6016 |  7.613500E+02 |  7.581119E+02
    95 |     6080 |  7.596667E+02 |  7.580959E+02
    96 |     6144 |  7.593456E+02 |  7.580959E+02
    97 |     6208 |  7.590751E+02 |  7.580959E+02
    98 |     6272 |  7.586782E+02 |  7.580959E+02
    99 |     6336 |  7.583396E+02 |  7.580959E+02
   100 |     6400 |  7.581781E+02 |  7.580959E+02
Best solution found: [1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [758.09592455]
Runoff time: 45.66397142410278 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  6.625298E+04 |  3.220161E+04
     2 |      128 |  6.275925E+04 |  3.220161E+04
     3 |      192 |  5.959789E+04 |  3.220161E+04
     4 |      256 |  5.732431E+04 |  3.220161E+04
     5 |      320 |  5.580143E+04 |  3.220161E+04
     6 |      384 |  5.415335E+04 |  3.220161E+04
     7 |      448 |  5.300354E+04 |  3.220161E+04
     8 |      512 |  5.185257E+04 |  3.220161E+04
     9 |      576 |  4.953684E+04 |  3.220161E+04
    10 |      640 |  4.756002E+04 |  3.220161E+04
    11 |      704 |  4.522984E+04 |  3.220161E+04
    12 |      768 |  4.289092E+04 |  3.220161E+04
    13 |      832 |  4.016871E+04 |  3.220161E+04
    14 |      896 |  3.756813E+04 |  3.220161E+04
    15 |      960 |  3.608184E+04 |  3.220161E+04
    16 |     1024 |  3.599275E+04 |  3.220161E+04
    17 |     1088 |  3.592035E+04 |  3.220161E+04
    18 |     1152 |  3.583893E+04 |  3.220161E+04
    19 |     1216 |  3.576421E+04 |  3.220161E+04
    20 |     1280 |  3.566060E+04 |  3.220161E+04
    21 |     1344 |  3.554223E+04 |  3.220161E+04
    22 |     1408 |  3.541308E+04 |  3.210422E+04
    23 |     1472 |  3.530592E+04 |  3.210422E+04
    24 |     1536 |  3.511969E+04 |  3.205464E+04
    25 |     1600 |  3.497968E+04 |  3.205464E+04
    26 |     1664 |  3.487726E+04 |  3.205464E+04
    27 |     1728 |  3.476159E+04 |  3.205464E+04
    28 |     1792 |  3.467360E+04 |  3.205464E+04
    29 |     1856 |  3.452676E+04 |  3.196694E+04
    30 |     1920 |  3.443053E+04 |  3.196694E+04
    31 |     1984 |  3.434288E+04 |  3.196694E+04
    32 |     2048 |  3.424825E+04 |  3.196694E+04
    33 |     2112 |  3.416260E+04 |  3.196694E+04
    34 |     2176 |  3.401500E+04 |  3.196694E+04
    35 |     2240 |  3.390133E+04 |  3.181752E+04
    36 |     2304 |  3.374652E+04 |  3.180403E+04
    37 |     2368 |  3.350537E+04 |  3.164897E+04
    38 |     2432 |  3.306627E+04 |  3.156178E+04
    39 |     2496 |  3.207359E+04 |  3.144581E+04
    40 |     2560 |  3.159816E+04 |  3.128919E+04
    41 |     2624 |  3.140000E+04 |  3.113281E+04
    42 |     2688 |  3.125050E+04 |  3.080869E+04
    43 |     2752 |  3.114421E+04 |  3.080869E+04
    44 |     2816 |  3.104548E+04 |  3.066040E+04
    45 |     2880 |  3.096768E+04 |  3.066040E+04
    46 |     2944 |  3.088207E+04 |  3.052575E+04
    47 |     3008 |  3.076461E+04 |  3.039110E+04
    48 |     3072 |  3.062105E+04 |  3.025871E+04
    49 |     3136 |  3.050263E+04 |  3.025871E+04
    50 |     3200 |  3.040960E+04 |  3.013323E+04
    51 |     3264 |  3.034527E+04 |  3.012589E+04
    52 |     3328 |  3.028705E+04 |  3.001979E+04
    53 |     3392 |  3.018781E+04 |  2.988027E+04
    54 |     3456 |  3.010306E+04 |  2.987963E+04
    55 |     3520 |  3.002803E+04 |  2.966707E+04
    56 |     3584 |  2.996439E+04 |  2.960905E+04
    57 |     3648 |  2.990959E+04 |  2.959578E+04
    58 |     3712 |  2.982181E+04 |  2.952503E+04
    59 |     3776 |  2.972450E+04 |  2.949392E+04
    60 |     3840 |  2.963260E+04 |  2.947367E+04
    61 |     3904 |  2.957047E+04 |  2.947367E+04
    62 |     3968 |  2.952024E+04 |  2.943712E+04
    63 |     4032 |  2.948895E+04 |  2.942375E+04
    64 |     4096 |  2.948058E+04 |  2.942375E+04
    65 |     4160 |  2.947170E+04 |  2.942375E+04
    66 |     4224 |  2.946454E+04 |  2.939379E+04
    67 |     4288 |  2.944898E+04 |  2.928779E+04
    68 |     4352 |  2.943133E+04 |  2.928779E+04
    69 |     4416 |  2.939464E+04 |  2.928348E+04
    70 |     4480 |  2.933790E+04 |  2.920024E+04
    71 |     4544 |  2.928232E+04 |  2.917608E+04
    72 |     4608 |  2.923299E+04 |  2.917608E+04
    73 |     4672 |  2.919778E+04 |  2.917437E+04
    74 |     4736 |  2.919005E+04 |  2.917437E+04
    75 |     4800 |  2.918470E+04 |  2.917138E+04
    76 |     4864 |  2.918148E+04 |  2.917138E+04
    77 |     4928 |  2.917546E+04 |  2.916345E+04
    78 |     4992 |  2.916898E+04 |  2.910669E+04
    79 |     5056 |  2.915722E+04 |  2.908267E+04
    80 |     5120 |  2.914056E+04 |  2.907959E+04
    81 |     5184 |  2.911936E+04 |  2.904056E+04
    82 |     5248 |  2.909856E+04 |  2.902375E+04
    83 |     5312 |  2.908257E+04 |  2.902375E+04
    84 |     5376 |  2.906517E+04 |  2.898811E+04
    85 |     5440 |  2.904264E+04 |  2.898811E+04
    86 |     5504 |  2.903249E+04 |  2.898811E+04
    87 |     5568 |  2.902508E+04 |  2.898811E+04
    88 |     5632 |  2.901697E+04 |  2.898358E+04
    89 |     5696 |  2.900604E+04 |  2.896440E+04
    90 |     5760 |  2.899334E+04 |  2.889908E+04
    91 |     5824 |  2.897606E+04 |  2.886321E+04
    92 |     5888 |  2.895832E+04 |  2.885314E+04
    93 |     5952 |  2.893550E+04 |  2.883768E+04
    94 |     6016 |  2.891441E+04 |  2.883768E+04
    95 |     6080 |  2.889449E+04 |  2.877240E+04
    96 |     6144 |  2.887355E+04 |  2.875770E+04
    97 |     6208 |  2.885963E+04 |  2.875770E+04
    98 |     6272 |  2.884413E+04 |  2.875770E+04
    99 |     6336 |  2.883393E+04 |  2.875377E+04
   100 |     6400 |  2.880897E+04 |  2.875377E+04
Best solution found: [1 0 1 0 2 1 0 0 2 0 0 0 1 1 0 0 1 0 0 0 2 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
 1 0 1 0 1 0 0 1 2 0 2 1 1 1 1 0 0 0 1 1 1 1 2 2 1 1 1 0 1 1 2 0 2 0 0 2 1
 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Function value: [28753.7724757]
Runoff time: 45.53896713256836 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  1.358943E+04 |  6.274946E+03
     2 |      128 |  8.883190E+03 |  5.459523E+03
     3 |      192 |  7.171073E+03 |  5.106392E+03
     4 |      256 |  6.227154E+03 |  4.470096E+03
     5 |      320 |  5.778198E+03 |  4.344126E+03
     6 |      384 |  5.186146E+03 |  3.697417E+03
     7 |      448 |  4.475831E+03 |  3.486786E+03
     8 |      512 |  3.940456E+03 |  3.363168E+03
     9 |      576 |  3.602716E+03 |  3.156066E+03
    10 |      640 |  3.426461E+03 |  3.116261E+03
    11 |      704 |  3.339259E+03 |  3.101837E+03
    12 |      768 |  3.270363E+03 |  3.061956E+03
    13 |      832 |  3.208402E+03 |  3.022450E+03
    14 |      896 |  3.154002E+03 |  3.020540E+03
    15 |      960 |  3.097712E+03 |  3.020540E+03
    16 |     1024 |  3.066459E+03 |  3.015364E+03
    17 |     1088 |  3.043956E+03 |  2.993119E+03
    18 |     1152 |  3.021958E+03 |  2.954967E+03
    19 |     1216 |  3.012193E+03 |  2.954967E+03
    20 |     1280 |  3.000711E+03 |  2.954967E+03
    21 |     1344 |  2.990943E+03 |  2.954967E+03
    22 |     1408 |  2.981913E+03 |  2.952007E+03
    23 |     1472 |  2.975581E+03 |  2.952007E+03
    24 |     1536 |  2.969173E+03 |  2.942197E+03
    25 |     1600 |  2.962975E+03 |  2.861580E+03
    26 |     1664 |  2.950809E+03 |  2.831594E+03
    27 |     1728 |  2.927924E+03 |  2.831594E+03
    28 |     1792 |  2.880168E+03 |  2.813793E+03
    29 |     1856 |  2.847851E+03 |  2.805863E+03
    30 |     1920 |  2.839644E+03 |  2.805863E+03
    31 |     1984 |  2.833682E+03 |  2.805863E+03
    32 |     2048 |  2.827141E+03 |  2.804096E+03
    33 |     2112 |  2.821403E+03 |  2.804096E+03
    34 |     2176 |  2.816955E+03 |  2.802173E+03
    35 |     2240 |  2.812168E+03 |  2.705283E+03
    36 |     2304 |  2.803387E+03 |  2.670232E+03
    37 |     2368 |  2.789071E+03 |  2.670232E+03
    38 |     2432 |  2.754018E+03 |  2.670030E+03
    39 |     2496 |  2.694745E+03 |  2.658535E+03
    40 |     2560 |  2.681146E+03 |  2.658535E+03
    41 |     2624 |  2.672582E+03 |  2.658434E+03
    42 |     2688 |  2.666751E+03 |  2.646587E+03
    43 |     2752 |  2.659388E+03 |  2.634845E+03
    44 |     2816 |  2.653700E+03 |  2.634845E+03
    45 |     2880 |  2.648692E+03 |  2.628178E+03
    46 |     2944 |  2.644321E+03 |  2.619284E+03
    47 |     3008 |  2.640758E+03 |  2.619284E+03
    48 |     3072 |  2.636908E+03 |  2.616789E+03
    49 |     3136 |  2.633707E+03 |  2.616461E+03
    50 |     3200 |  2.630563E+03 |  2.604907E+03
    51 |     3264 |  2.626828E+03 |  2.604907E+03
    52 |     3328 |  2.623418E+03 |  2.604907E+03
    53 |     3392 |  2.619640E+03 |  2.596177E+03
    54 |     3456 |  2.616746E+03 |  2.596177E+03
    55 |     3520 |  2.613926E+03 |  2.596177E+03
    56 |     3584 |  2.611670E+03 |  2.594806E+03
    57 |     3648 |  2.609404E+03 |  2.592930E+03
    58 |     3712 |  2.606433E+03 |  2.584169E+03
    59 |     3776 |  2.602506E+03 |  2.582937E+03
    60 |     3840 |  2.600093E+03 |  2.582937E+03
    61 |     3904 |  2.597256E+03 |  2.570954E+03
    62 |     3968 |  2.593509E+03 |  2.570954E+03
    63 |     4032 |  2.588913E+03 |  2.565154E+03
    64 |     4096 |  2.585518E+03 |  2.564783E+03
    65 |     4160 |  2.581269E+03 |  2.564783E+03
    66 |     4224 |  2.575103E+03 |  2.553469E+03
    67 |     4288 |  2.569805E+03 |  2.544553E+03
    68 |     4352 |  2.564322E+03 |  2.542123E+03
    69 |     4416 |  2.559347E+03 |  2.542123E+03
    70 |     4480 |  2.555667E+03 |  2.533218E+03
    71 |     4544 |  2.552933E+03 |  2.533218E+03
    72 |     4608 |  2.550437E+03 |  2.533218E+03
    73 |     4672 |  2.547891E+03 |  2.532528E+03
    74 |     4736 |  2.545492E+03 |  2.530005E+03
    75 |     4800 |  2.542484E+03 |  2.524833E+03
    76 |     4864 |  2.540232E+03 |  2.524833E+03
    77 |     4928 |  2.538132E+03 |  2.524833E+03
    78 |     4992 |  2.536830E+03 |  2.524833E+03
    79 |     5056 |  2.535458E+03 |  2.524833E+03
    80 |     5120 |  2.533629E+03 |  2.524833E+03
    81 |     5184 |  2.532314E+03 |  2.516926E+03
    82 |     5248 |  2.529285E+03 |  2.513637E+03
    83 |     5312 |  2.525018E+03 |  2.510136E+03
    84 |     5376 |  2.520381E+03 |  2.508973E+03
    85 |     5440 |  2.515866E+03 |  2.503663E+03
    86 |     5504 |  2.512350E+03 |  2.497496E+03
    87 |     5568 |  2.508696E+03 |  2.497070E+03
    88 |     5632 |  2.504758E+03 |  2.497036E+03
    89 |     5696 |  2.502844E+03 |  2.485606E+03
    90 |     5760 |  2.499913E+03 |  2.485606E+03
    91 |     5824 |  2.497759E+03 |  2.485606E+03
    92 |     5888 |  2.495056E+03 |  2.485606E+03
    93 |     5952 |  2.492753E+03 |  2.485606E+03
    94 |     6016 |  2.491116E+03 |  2.485606E+03
    95 |     6080 |  2.490660E+03 |  2.485606E+03
    96 |     6144 |  2.490067E+03 |  2.477808E+03
    97 |     6208 |  2.489437E+03 |  2.477389E+03
    98 |     6272 |  2.487446E+03 |  2.474847E+03
    99 |     6336 |  2.485002E+03 |  2.474554E+03
   100 |     6400 |  2.481149E+03 |  2.473518E+03
Best solution found: [1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [2473.51812436]
Runoff time: 45.46265506744385 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  2.593954E+04 |  1.024101E+04
     2 |      128 |  2.187371E+04 |  9.688985E+03
     3 |      192 |  1.957559E+04 |  9.688985E+03
     4 |      256 |  1.822469E+04 |  9.337416E+03
     5 |      320 |  1.696195E+04 |  9.337416E+03
     6 |      384 |  1.603003E+04 |  9.337416E+03
     7 |      448 |  1.485609E+04 |  9.110031E+03
     8 |      512 |  1.343062E+04 |  9.078763E+03
     9 |      576 |  1.220149E+04 |  8.898765E+03
    10 |      640 |  1.063592E+04 |  8.829520E+03
    11 |      704 |  9.668579E+03 |  8.662367E+03
    12 |      768 |  9.010630E+03 |  8.453776E+03
    13 |      832 |  8.734442E+03 |  8.166492E+03
    14 |      896 |  8.455306E+03 |  8.166492E+03
    15 |      960 |  8.254277E+03 |  7.887475E+03
    16 |     1024 |  8.069292E+03 |  7.789062E+03
    17 |     1088 |  7.939671E+03 |  7.764235E+03
    18 |     1152 |  7.844413E+03 |  7.643006E+03
    19 |     1216 |  7.734211E+03 |  7.518557E+03
    20 |     1280 |  7.655828E+03 |  7.497456E+03
    21 |     1344 |  7.607627E+03 |  7.353025E+03
    22 |     1408 |  7.544861E+03 |  7.352121E+03
    23 |     1472 |  7.495535E+03 |  7.352121E+03
    24 |     1536 |  7.420310E+03 |  7.237362E+03
    25 |     1600 |  7.367182E+03 |  7.237362E+03
    26 |     1664 |  7.324891E+03 |  7.128301E+03
    27 |     1728 |  7.244205E+03 |  7.105246E+03
    28 |     1792 |  7.165790E+03 |  7.053705E+03
    29 |     1856 |  7.095126E+03 |  7.046519E+03
    30 |     1920 |  7.061254E+03 |  6.923186E+03
    31 |     1984 |  7.045788E+03 |  6.914853E+03
    32 |     2048 |  7.017858E+03 |  6.892344E+03
    33 |     2112 |  6.948195E+03 |  6.754489E+03
    34 |     2176 |  6.896069E+03 |  6.753098E+03
    35 |     2240 |  6.868454E+03 |  6.741311E+03
    36 |     2304 |  6.832099E+03 |  6.739410E+03
    37 |     2368 |  6.788938E+03 |  6.717698E+03
    38 |     2432 |  6.760302E+03 |  6.717698E+03
    39 |     2496 |  6.745650E+03 |  6.706082E+03
    40 |     2560 |  6.738471E+03 |  6.706082E+03
    41 |     2624 |  6.730240E+03 |  6.705590E+03
    42 |     2688 |  6.722871E+03 |  6.613112E+03
    43 |     2752 |  6.708662E+03 |  6.613112E+03
    44 |     2816 |  6.687804E+03 |  6.601160E+03
    45 |     2880 |  6.655607E+03 |  6.577718E+03
    46 |     2944 |  6.610713E+03 |  6.577120E+03
    47 |     3008 |  6.595274E+03 |  6.557714E+03
    48 |     3072 |  6.588983E+03 |  6.557268E+03
    49 |     3136 |  6.582510E+03 |  6.545177E+03
    50 |     3200 |  6.574026E+03 |  6.545177E+03
    51 |     3264 |  6.567651E+03 |  6.544810E+03
    52 |     3328 |  6.559899E+03 |  6.534206E+03
    53 |     3392 |  6.552204E+03 |  6.522519E+03
    54 |     3456 |  6.545966E+03 |  6.517011E+03
    55 |     3520 |  6.539468E+03 |  6.507200E+03
    56 |     3584 |  6.528836E+03 |  6.408736E+03
    57 |     3648 |  6.514179E+03 |  6.407152E+03
    58 |     3712 |  6.499591E+03 |  6.376664E+03
    59 |     3776 |  6.475931E+03 |  6.376664E+03
    60 |     3840 |  6.450480E+03 |  6.357800E+03
    61 |     3904 |  6.408610E+03 |  6.357800E+03
    62 |     3968 |  6.396296E+03 |  6.357800E+03
    63 |     4032 |  6.387863E+03 |  6.357800E+03
    64 |     4096 |  6.380746E+03 |  6.348337E+03
    65 |     4160 |  6.371771E+03 |  6.345591E+03
    66 |     4224 |  6.363538E+03 |  6.336190E+03
    67 |     4288 |  6.359545E+03 |  6.336190E+03
    68 |     4352 |  6.354889E+03 |  6.324527E+03
    69 |     4416 |  6.350120E+03 |  6.324527E+03
    70 |     4480 |  6.346397E+03 |  6.324527E+03
    71 |     4544 |  6.342543E+03 |  6.320142E+03
    72 |     4608 |  6.340070E+03 |  6.320142E+03
    73 |     4672 |  6.336477E+03 |  6.312842E+03
    74 |     4736 |  6.330767E+03 |  6.308484E+03
    75 |     4800 |  6.326307E+03 |  6.307800E+03
    76 |     4864 |  6.320735E+03 |  6.301423E+03
    77 |     4928 |  6.318105E+03 |  6.301423E+03
    78 |     4992 |  6.314297E+03 |  6.296976E+03
    79 |     5056 |  6.310306E+03 |  6.289926E+03
    80 |     5120 |  6.306193E+03 |  6.285543E+03
    81 |     5184 |  6.302482E+03 |  6.274112E+03
    82 |     5248 |  6.299848E+03 |  6.274112E+03
    83 |     5312 |  6.295108E+03 |  6.264098E+03
    84 |     5376 |  6.290760E+03 |  6.264098E+03
    85 |     5440 |  6.287324E+03 |  6.264098E+03
    86 |     5504 |  6.284149E+03 |  6.262660E+03
    87 |     5568 |  6.282408E+03 |  6.262660E+03
    88 |     5632 |  6.281564E+03 |  6.262660E+03
    89 |     5696 |  6.280895E+03 |  6.262660E+03
    90 |     5760 |  6.279846E+03 |  6.262660E+03
    91 |     5824 |  6.279460E+03 |  6.262660E+03
    92 |     5888 |  6.278746E+03 |  6.262660E+03
    93 |     5952 |  6.277682E+03 |  6.262660E+03
    94 |     6016 |  6.274940E+03 |  6.142823E+03
    95 |     6080 |  6.270048E+03 |  6.142823E+03
    96 |     6144 |  6.263716E+03 |  6.142823E+03
    97 |     6208 |  6.249823E+03 |  6.142823E+03
    98 |     6272 |  6.213142E+03 |  6.131457E+03
    99 |     6336 |  6.164163E+03 |  6.131457E+03
   100 |     6400 |  6.157221E+03 |  6.131457E+03
Best solution found: [1 0 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [6131.45740731]
Runoff time: 45.78903412818909 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  9.335025E+04 |  5.032594E+04
     2 |      128 |  9.085770E+04 |  5.032594E+04
     3 |      192 |  8.812649E+04 |  5.032594E+04
     4 |      256 |  8.693553E+04 |  5.032594E+04
     5 |      320 |  8.521328E+04 |  5.032594E+04
     6 |      384 |  8.390173E+04 |  5.032594E+04
     7 |      448 |  8.236677E+04 |  5.032594E+04
     8 |      512 |  8.160881E+04 |  5.032594E+04
     9 |      576 |  8.039368E+04 |  5.032594E+04
    10 |      640 |  8.001214E+04 |  5.032594E+04
    11 |      704 |  7.909896E+04 |  5.032594E+04
    12 |      768 |  7.820248E+04 |  5.032594E+04
    13 |      832 |  7.787634E+04 |  5.032594E+04
    14 |      896 |  7.702886E+04 |  5.032594E+04
    15 |      960 |  7.581343E+04 |  5.032594E+04
    16 |     1024 |  7.539100E+04 |  5.032594E+04
    17 |     1088 |  7.443786E+04 |  5.032594E+04
    18 |     1152 |  7.424648E+04 |  5.032594E+04
    19 |     1216 |  7.342687E+04 |  5.032594E+04
    20 |     1280 |  7.276493E+04 |  5.032594E+04
    21 |     1344 |  7.195720E+04 |  5.032594E+04
    22 |     1408 |  7.138532E+04 |  5.032594E+04
    23 |     1472 |  7.061017E+04 |  5.018935E+04
    24 |     1536 |  6.943997E+04 |  5.018490E+04
    25 |     1600 |  6.885945E+04 |  5.018490E+04
    26 |     1664 |  6.797631E+04 |  5.006868E+04
    27 |     1728 |  6.713697E+04 |  4.998523E+04
    28 |     1792 |  6.632500E+04 |  4.998523E+04
    29 |     1856 |  6.310797E+04 |  4.990746E+04
    30 |     1920 |  5.903649E+04 |  4.990746E+04
    31 |     1984 |  5.188127E+04 |  4.983943E+04
    32 |     2048 |  4.992796E+04 |  4.955577E+04
    33 |     2112 |  4.973394E+04 |  4.938753E+04
    34 |     2176 |  4.941291E+04 |  4.340140E+04
    35 |     2240 |  4.923053E+04 |  4.340140E+04
    36 |     2304 |  4.913311E+04 |  4.340140E+04
    37 |     2368 |  4.892574E+04 |  4.323072E+04
    38 |     2432 |  4.866670E+04 |  4.296132E+04
    39 |     2496 |  4.812527E+04 |  4.283154E+04
    40 |     2560 |  4.724009E+04 |  4.259878E+04
    41 |     2624 |  4.603578E+04 |  4.234370E+04
    42 |     2688 |  4.334051E+04 |  4.229481E+04
    43 |     2752 |  4.244396E+04 |  4.184339E+04
    44 |     2816 |  4.227231E+04 |  4.184339E+04
    45 |     2880 |  4.205761E+04 |  4.172772E+04
    46 |     2944 |  4.187212E+04 |  4.160156E+04
    47 |     3008 |  4.173536E+04 |  4.159438E+04
    48 |     3072 |  4.165173E+04 |  4.157804E+04
    49 |     3136 |  4.161749E+04 |  4.156619E+04
    50 |     3200 |  4.160222E+04 |  4.156619E+04
    51 |     3264 |  4.158966E+04 |  4.146133E+04
    52 |     3328 |  4.157138E+04 |  4.144814E+04
    53 |     3392 |  4.154411E+04 |  4.142374E+04
    54 |     3456 |  4.150032E+04 |  4.142374E+04
    55 |     3520 |  4.143812E+04 |  4.132792E+04
    56 |     3584 |  4.141983E+04 |  4.130294E+04
    57 |     3648 |  4.138510E+04 |  4.130291E+04
    58 |     3712 |  4.133785E+04 |  4.130291E+04
    59 |     3776 |  4.131990E+04 |  4.130100E+04
    60 |     3840 |  4.131122E+04 |  4.120899E+04
    61 |     3904 |  4.130251E+04 |  4.119791E+04
    62 |     3968 |  4.128953E+04 |  4.119431E+04
    63 |     4032 |  4.126807E+04 |  4.118592E+04
    64 |     4096 |  4.123729E+04 |  4.118587E+04
    65 |     4160 |  4.120936E+04 |  4.117075E+04
    66 |     4224 |  4.120185E+04 |  4.117075E+04
    67 |     4288 |  4.119457E+04 |  4.117075E+04
    68 |     4352 |  4.118991E+04 |  4.116276E+04
    69 |     4416 |  4.118640E+04 |  4.115925E+04
    70 |     4480 |  4.118188E+04 |  4.115925E+04
    71 |     4544 |  4.117223E+04 |  4.113720E+04
    72 |     4608 |  4.116027E+04 |  4.112579E+04
    73 |     4672 |  4.115148E+04 |  4.112286E+04
    74 |     4736 |  4.114575E+04 |  4.109960E+04
    75 |     4800 |  4.114010E+04 |  4.109960E+04
    76 |     4864 |  4.113557E+04 |  4.108807E+04
    77 |     4928 |  4.112862E+04 |  4.104679E+04
    78 |     4992 |  4.111437E+04 |  4.103527E+04
    79 |     5056 |  4.108532E+04 |  4.102579E+04
    80 |     5120 |  4.106137E+04 |  4.102579E+04
    81 |     5184 |  4.105154E+04 |  4.102507E+04
    82 |     5248 |  4.104339E+04 |  4.101074E+04
