(storm) D:\Zhiyu\GNN-UDS\surrogate>python maxred.py --env chaohu --act rand --pop_size 64 --processes 8 --rain_num 100 --rain_suffix chaohu_testall --result_dir maxred_all100 --termination n_gen 100
MaxRed configs: Namespace(act='rand', crossover=[1.0, 3.0], directed=False, env='chaohu', length=0, mutation=[1.0, 3.0], order=1, pop_size=64, processes=8, rain_dir='./envs/config/', rain_num=100, rain_suffix='chaohu_testall', result_dir='./results/chaohu/maxred_all100', sampling=0.4, setting_duration=10, termination=['n_gen', 100])
Runoff time: 46.26052403450012 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
    67 |     4288 |  9.898591E+04 |  9.883041E+04
    68 |     4352 |  9.897958E+04 |  9.883041E+04
    69 |     4416 |  9.889137E+04 |  9.587030E+04
    70 |     4480 |  9.867274E+04 |  9.572510E+04
    71 |     4544 |  9.849289E+04 |  9.572510E+04
    72 |     4608 |  9.825159E+04 |  9.572510E+04
    73 |     4672 |  9.782452E+04 |  9.572510E+04
    74 |     4736 |  9.681368E+04 |  9.371545E+04
    75 |     4800 |  9.564319E+04 |  9.371545E+04
    76 |     4864 |  9.513427E+04 |  9.371545E+04
    77 |     4928 |  9.459742E+04 |  9.371545E+04
    78 |     4992 |  9.384444E+04 |  9.371545E+04
    79 |     5056 |  9.378256E+04 |  9.369916E+04
    80 |     5120 |  9.374659E+04 |  9.368736E+04
    81 |     5184 |  9.373825E+04 |  9.368736E+04
    82 |     5248 |  9.373053E+04 |  9.368736E+04
    83 |     5312 |  9.372300E+04 |  9.368724E+04
    84 |     5376 |  9.371478E+04 |  9.368724E+04
    85 |     5440 |  9.370705E+04 |  9.368171E+04
    86 |     5504 |  9.370134E+04 |  9.367326E+04
    87 |     5568 |  9.369741E+04 |  9.366126E+04
    88 |     5632 |  9.369349E+04 |  9.366126E+04
    89 |     5696 |  9.368876E+04 |  9.365199E+04
    90 |     5760 |  9.368332E+04 |  9.364196E+04
    91 |     5824 |  9.367852E+04 |  9.364196E+04
    92 |     5888 |  9.367336E+04 |  9.363774E+04
    93 |     5952 |  9.366988E+04 |  9.363774E+04
    94 |     6016 |  9.366635E+04 |  9.363774E+04
    95 |     6080 |  9.366577E+04 |  9.363774E+04
    96 |     6144 |  9.366430E+04 |  9.363774E+04
    97 |     6208 |  9.366338E+04 |  9.363774E+04
    98 |     6272 |  9.366230E+04 |  9.363774E+04
    99 |     6336 |  9.366114E+04 |  9.363774E+04
   100 |     6400 |  9.365989E+04 |  9.363774E+04
Best solution found: [1 0 0 0 2 2 0 0 1 0 0 0 2 2 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 2 0 1 1
 1 1 1 2 1 0 1 1 2 0 2 1 1 0 2 1 0 0 1 1 2 0 2 1 1 0 2 0 2 1 1 0 1 1 1 1 2
 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [93637.7390881]
Runoff time: 45.711010217666626 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  7.968229E+04 |  3.636503E+04
     2 |      128 |  7.664527E+04 |  3.636503E+04
     3 |      192 |  7.430131E+04 |  3.636503E+04
     4 |      256 |  7.259767E+04 |  3.636503E+04
     5 |      320 |  7.117139E+04 |  3.636503E+04
     6 |      384 |  7.061052E+04 |  3.636503E+04
     7 |      448 |  6.998400E+04 |  3.636503E+04
     8 |      512 |  6.884391E+04 |  3.636503E+04
     9 |      576 |  6.828380E+04 |  3.636503E+04
    10 |      640 |  6.724864E+04 |  3.636503E+04
    11 |      704 |  6.520946E+04 |  3.611871E+04
    12 |      768 |  6.344072E+04 |  3.611871E+04
    13 |      832 |  6.298890E+04 |  3.611871E+04
    14 |      896 |  6.282818E+04 |  3.611871E+04
    15 |      960 |  6.233565E+04 |  3.611871E+04
    16 |     1024 |  6.103341E+04 |  3.611871E+04
    17 |     1088 |  5.984411E+04 |  3.611871E+04
    18 |     1152 |  5.898957E+04 |  3.611871E+04
    19 |     1216 |  5.832023E+04 |  3.611871E+04
    20 |     1280 |  5.699990E+04 |  3.611871E+04
    21 |     1344 |  5.485021E+04 |  3.611871E+04
    22 |     1408 |  5.334988E+04 |  3.611871E+04
    23 |     1472 |  4.883441E+04 |  3.611871E+04
    24 |     1536 |  4.307704E+04 |  3.611871E+04
    25 |     1600 |  4.160095E+04 |  3.607052E+04
    26 |     1664 |  4.055741E+04 |  3.599933E+04
    27 |     1728 |  3.838976E+04 |  3.576169E+04
    28 |     1792 |  3.605015E+04 |  3.558496E+04
    29 |     1856 |  3.590214E+04 |  3.549484E+04
    30 |     1920 |  3.570530E+04 |  3.521310E+04
    31 |     1984 |  3.550517E+04 |  3.502877E+04
    32 |     2048 |  3.533681E+04 |  3.495429E+04
    33 |     2112 |  3.512429E+04 |  3.495429E+04
    34 |     2176 |  3.501927E+04 |  3.489975E+04
    35 |     2240 |  3.496795E+04 |  3.488296E+04
    36 |     2304 |  3.494128E+04 |  3.479753E+04
    37 |     2368 |  3.488620E+04 |  3.454181E+04
    38 |     2432 |  3.478076E+04 |  3.444659E+04
    39 |     2496 |  3.464296E+04 |  3.444542E+04
    40 |     2560 |  3.453639E+04 |  3.424544E+04
    41 |     2624 |  3.445500E+04 |  3.418483E+04
    42 |     2688 |  3.438573E+04 |  3.418429E+04
    43 |     2752 |  3.430530E+04 |  3.410084E+04
    44 |     2816 |  3.424669E+04 |  3.410084E+04
    45 |     2880 |  3.420594E+04 |  3.410084E+04
    46 |     2944 |  3.417310E+04 |  3.410084E+04
    47 |     3008 |  3.415279E+04 |  3.409871E+04
    48 |     3072 |  3.413986E+04 |  3.409871E+04
    49 |     3136 |  3.412579E+04 |  3.409490E+04
    50 |     3200 |  3.411862E+04 |  3.409490E+04
    51 |     3264 |  3.411210E+04 |  3.409490E+04
    52 |     3328 |  3.411051E+04 |  3.409490E+04
    53 |     3392 |  3.410550E+04 |  3.395922E+04
    54 |     3456 |  3.409902E+04 |  3.395922E+04
    55 |     3520 |  3.408849E+04 |  3.395922E+04
    56 |     3584 |  3.407134E+04 |  3.395832E+04
    57 |     3648 |  3.405108E+04 |  3.395832E+04
    58 |     3712 |  3.400813E+04 |  3.395832E+04
    59 |     3776 |  3.397790E+04 |  3.395832E+04
    60 |     3840 |  3.397115E+04 |  3.394354E+04
    61 |     3904 |  3.396259E+04 |  3.382559E+04
    62 |     3968 |  3.395332E+04 |  3.382559E+04
    63 |     4032 |  3.393917E+04 |  3.381625E+04
    64 |     4096 |  3.390898E+04 |  3.377986E+04
    65 |     4160 |  3.386389E+04 |  3.376518E+04
    66 |     4224 |  3.383720E+04 |  3.376518E+04
    67 |     4288 |  3.382841E+04 |  3.376518E+04
    68 |     4352 |  3.382329E+04 |  3.376518E+04
    69 |     4416 |  3.381505E+04 |  3.376518E+04
    70 |     4480 |  3.380795E+04 |  3.376518E+04
    71 |     4544 |  3.380012E+04 |  3.376231E+04
    72 |     4608 |  3.379112E+04 |  3.374068E+04
    73 |     4672 |  3.378219E+04 |  3.374068E+04
    74 |     4736 |  3.377364E+04 |  3.373605E+04
    75 |     4800 |  3.376641E+04 |  3.372640E+04
    76 |     4864 |  3.375999E+04 |  3.372640E+04
    77 |     4928 |  3.375292E+04 |  3.372640E+04
    78 |     4992 |  3.375070E+04 |  3.372640E+04
    79 |     5056 |  3.374875E+04 |  3.372435E+04
    80 |     5120 |  3.374495E+04 |  3.372086E+04
    81 |     5184 |  3.374101E+04 |  3.372045E+04
    82 |     5248 |  3.373921E+04 |  3.372045E+04
    83 |     5312 |  3.373829E+04 |  3.372045E+04
    84 |     5376 |  3.373529E+04 |  3.366780E+04
    85 |     5440 |  3.373139E+04 |  3.366780E+04
    86 |     5504 |  3.372737E+04 |  3.366567E+04
    87 |     5568 |  3.371928E+04 |  3.365690E+04
    88 |     5632 |  3.370774E+04 |  3.364201E+04
    89 |     5696 |  3.368997E+04 |  3.363031E+04
    90 |     5760 |  3.366731E+04 |  3.363031E+04
    91 |     5824 |  3.365777E+04 |  3.363031E+04
    92 |     5888 |  3.365361E+04 |  3.363031E+04
    93 |     5952 |  3.364973E+04 |  3.363031E+04
    94 |     6016 |  3.364804E+04 |  3.363031E+04
    95 |     6080 |  3.364544E+04 |  3.363030E+04
    96 |     6144 |  3.364165E+04 |  3.361962E+04
    97 |     6208 |  3.363879E+04 |  3.361870E+04
    98 |     6272 |  3.363522E+04 |  3.361870E+04
    99 |     6336 |  3.363212E+04 |  3.360768E+04
   100 |     6400 |  3.362946E+04 |  3.360768E+04
Best solution found: [0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 2 2 0 0 0 1 0 1 2 1 0 1 0 1 1 0 0
 1 0 1 0 0 1 0 1 2 1 1 2 1 0 2 1 2 1 1 2 2 0 2 1 1 1 1 0 1 0 2 0 2 0 1 2 1
 0 1 2 0 0 1 0 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
Function value: [33607.68320165]
Runoff time: 45.69536280632019 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  8.939988E+04 |  5.651393E+04
     2 |      128 |  8.621272E+04 |  5.651393E+04
     3 |      192 |  8.299904E+04 |  5.637722E+04
     4 |      256 |  8.196567E+04 |  5.637722E+04
     5 |      320 |  8.076688E+04 |  5.624053E+04
     6 |      384 |  7.880317E+04 |  5.624053E+04
     7 |      448 |  7.773707E+04 |  5.624053E+04
     8 |      512 |  7.591310E+04 |  5.622822E+04
     9 |      576 |  7.429970E+04 |  5.622822E+04
    10 |      640 |  7.271062E+04 |  5.617324E+04
    11 |      704 |  6.905528E+04 |  5.605354E+04
    12 |      768 |  6.334517E+04 |  5.581195E+04
    13 |      832 |  5.740722E+04 |  5.575306E+04
    14 |      896 |  5.591936E+04 |  5.561454E+04
    15 |      960 |  5.570978E+04 |  5.536490E+04
    16 |     1024 |  5.545600E+04 |  5.446897E+04
    17 |     1088 |  5.524262E+04 |  5.446897E+04
    18 |     1152 |  5.496283E+04 |  5.399590E+04
    19 |     1216 |  5.479217E+04 |  5.399590E+04
    20 |     1280 |  5.465560E+04 |  5.399590E+04
    21 |     1344 |  5.451414E+04 |  5.399590E+04
    22 |     1408 |  5.441474E+04 |  5.399590E+04
    23 |     1472 |  5.426882E+04 |  5.392743E+04
    24 |     1536 |  5.412995E+04 |  5.392743E+04
    25 |     1600 |  5.403197E+04 |  5.384917E+04
    26 |     1664 |  5.395958E+04 |  5.375861E+04
    27 |     1728 |  5.390590E+04 |  5.370543E+04
    28 |     1792 |  5.387390E+04 |  5.370325E+04
    29 |     1856 |  5.383308E+04 |  5.355844E+04
    30 |     1920 |  5.377577E+04 |  5.355480E+04
    31 |     1984 |  5.372011E+04 |  5.355480E+04
    32 |     2048 |  5.367900E+04 |  5.355480E+04
    33 |     2112 |  5.363163E+04 |  5.348920E+04
    34 |     2176 |  5.358477E+04 |  5.345690E+04
    35 |     2240 |  5.355163E+04 |  5.345690E+04
    36 |     2304 |  5.353345E+04 |  5.345690E+04
    37 |     2368 |  5.351644E+04 |  5.345690E+04
    38 |     2432 |  5.350712E+04 |  5.345690E+04
    39 |     2496 |  5.349541E+04 |  5.345690E+04
    40 |     2560 |  5.348608E+04 |  5.344564E+04
    41 |     2624 |  5.348196E+04 |  5.344564E+04
    42 |     2688 |  5.347732E+04 |  5.344552E+04
    43 |     2752 |  5.347282E+04 |  5.344552E+04
    44 |     2816 |  5.346895E+04 |  5.343359E+04
    45 |     2880 |  5.345850E+04 |  5.333625E+04
    46 |     2944 |  5.344728E+04 |  5.325640E+04
    47 |     3008 |  5.342485E+04 |  5.324202E+04
    48 |     3072 |  5.338186E+04 |  5.313968E+04
    49 |     3136 |  5.329997E+04 |  5.311874E+04
    50 |     3200 |  5.325361E+04 |  5.309525E+04
    51 |     3264 |  5.321479E+04 |  5.307153E+04
    52 |     3328 |  5.317520E+04 |  5.305982E+04
    53 |     3392 |  5.313519E+04 |  5.305982E+04
    54 |     3456 |  5.311600E+04 |  5.305982E+04
    55 |     3520 |  5.310124E+04 |  5.305982E+04
    56 |     3584 |  5.308908E+04 |  5.305982E+04
    57 |     3648 |  5.307899E+04 |  5.301798E+04
    58 |     3712 |  5.306381E+04 |  5.301775E+04
    59 |     3776 |  5.304974E+04 |  5.301769E+04
    60 |     3840 |  5.303636E+04 |  5.300600E+04
    61 |     3904 |  5.302723E+04 |  5.300095E+04
    62 |     3968 |  5.301990E+04 |  5.297650E+04
    63 |     4032 |  5.301043E+04 |  5.295560E+04
    64 |     4096 |  5.300359E+04 |  5.295560E+04
    65 |     4160 |  5.299233E+04 |  5.291132E+04
    66 |     4224 |  5.298109E+04 |  5.290509E+04
    67 |     4288 |  5.296843E+04 |  5.290509E+04
    68 |     4352 |  5.295183E+04 |  5.288420E+04
    69 |     4416 |  5.293318E+04 |  5.287235E+04
    70 |     4480 |  5.291981E+04 |  5.274664E+04
    71 |     4544 |  5.290438E+04 |  5.274664E+04
    72 |     4608 |  5.287918E+04 |  5.273472E+04
    73 |     4672 |  5.285216E+04 |  5.273442E+04
    74 |     4736 |  5.281980E+04 |  5.273440E+04
    75 |     4800 |  5.278710E+04 |  5.272277E+04
    76 |     4864 |  5.276776E+04 |  5.272277E+04
    77 |     4928 |  5.275874E+04 |  5.272277E+04
    78 |     4992 |  5.275498E+04 |  5.272277E+04
    79 |     5056 |  5.275199E+04 |  5.272277E+04
    80 |     5120 |  5.274998E+04 |  5.272277E+04
    81 |     5184 |  5.274933E+04 |  5.272277E+04
    82 |     5248 |  5.274839E+04 |  5.272277E+04
    83 |     5312 |  5.274802E+04 |  5.272277E+04
    84 |     5376 |  5.274697E+04 |  5.272277E+04
    85 |     5440 |  5.274569E+04 |  5.271763E+04
    86 |     5504 |  5.274421E+04 |  5.271763E+04
    87 |     5568 |  5.274255E+04 |  5.271763E+04
    88 |     5632 |  5.273985E+04 |  5.271763E+04
    89 |     5696 |  5.273784E+04 |  5.271763E+04
    90 |     5760 |  5.273635E+04 |  5.271763E+04
    91 |     5824 |  5.273496E+04 |  5.271763E+04
    92 |     5888 |  5.273345E+04 |  5.269349E+04
    93 |     5952 |  5.273261E+04 |  5.269349E+04
    94 |     6016 |  5.272952E+04 |  5.269349E+04
    95 |     6080 |  5.272500E+04 |  5.266010E+04
    96 |     6144 |  5.272047E+04 |  5.266010E+04
    97 |     6208 |  5.271261E+04 |  5.263656E+04
    98 |     6272 |  5.270519E+04 |  5.263652E+04
    99 |     6336 |  5.269074E+04 |  5.262500E+04
   100 |     6400 |  5.267004E+04 |  5.255718E+04
Best solution found: [2 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 2 2 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0
 1 0 0 0 1 0 2 1 1 0 1 0 2 1 2 1 1 1 1 0 1 0 1 2 2 1 1 0 2 1 2 1 2 1 0 0 2
 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [52557.18296195]
Runoff time: 45.36719107627869 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  4.986663E+04 |  2.468029E+04
     2 |      128 |  4.642725E+04 |  2.468029E+04
     3 |      192 |  4.463038E+04 |  2.468029E+04
     4 |      256 |  4.240263E+04 |  2.456106E+04
     5 |      320 |  4.059168E+04 |  2.456106E+04
     6 |      384 |  3.857469E+04 |  2.456106E+04
     7 |      448 |  3.709620E+04 |  2.455427E+04
     8 |      512 |  3.492967E+04 |  2.418079E+04
     9 |      576 |  3.352141E+04 |  2.418079E+04
    10 |      640 |  3.124826E+04 |  2.370227E+04
    11 |      704 |  2.903134E+04 |  2.370227E+04
    12 |      768 |  2.633093E+04 |  2.349682E+04
    13 |      832 |  2.406759E+04 |  2.334538E+04
    14 |      896 |  2.373092E+04 |  2.331037E+04
    15 |      960 |  2.354662E+04 |  2.322425E+04
    16 |     1024 |  2.339624E+04 |  2.308654E+04
    17 |     1088 |  2.328042E+04 |  2.308654E+04
    18 |     1152 |  2.318752E+04 |  2.304511E+04
    19 |     1216 |  2.310404E+04 |  2.290598E+04
    20 |     1280 |  2.302286E+04 |  2.280908E+04
    21 |     1344 |  2.291866E+04 |  2.267203E+04
    22 |     1408 |  2.282777E+04 |  2.262435E+04
    23 |     1472 |  2.274296E+04 |  2.262435E+04
    24 |     1536 |  2.267444E+04 |  2.257482E+04
    25 |     1600 |  2.265444E+04 |  2.251527E+04
    26 |     1664 |  2.263160E+04 |  2.250944E+04
    27 |     1728 |  2.259612E+04 |  2.249911E+04
    28 |     1792 |  2.254351E+04 |  2.246941E+04
    29 |     1856 |  2.251382E+04 |  2.243313E+04
    30 |     1920 |  2.249824E+04 |  2.243313E+04
    31 |     1984 |  2.248146E+04 |  2.242874E+04
    32 |     2048 |  2.246108E+04 |  2.241169E+04
    33 |     2112 |  2.243833E+04 |  2.235529E+04
    34 |     2176 |  2.242414E+04 |  2.235529E+04
    35 |     2240 |  2.241572E+04 |  2.235529E+04
    36 |     2304 |  2.240800E+04 |  2.235529E+04
    37 |     2368 |  2.239876E+04 |  2.235529E+04
    38 |     2432 |  2.239018E+04 |  2.235507E+04
    39 |     2496 |  2.238255E+04 |  2.235507E+04
    40 |     2560 |  2.237341E+04 |  2.235507E+04
    41 |     2624 |  2.236710E+04 |  2.234396E+04
    42 |     2688 |  2.236149E+04 |  2.233115E+04
    43 |     2752 |  2.235756E+04 |  2.233115E+04
    44 |     2816 |  2.235214E+04 |  2.232267E+04
    45 |     2880 |  2.234624E+04 |  2.231099E+04
    46 |     2944 |  2.234170E+04 |  2.229674E+04
    47 |     3008 |  2.233683E+04 |  2.229674E+04
    48 |     3072 |  2.233056E+04 |  2.227333E+04
    49 |     3136 |  2.231999E+04 |  2.227333E+04
    50 |     3200 |  2.230541E+04 |  2.212297E+04
    51 |     3264 |  2.228903E+04 |  2.212297E+04
    52 |     3328 |  2.226847E+04 |  2.212297E+04
    53 |     3392 |  2.224805E+04 |  2.212297E+04
    54 |     3456 |  2.222546E+04 |  2.212297E+04
    55 |     3520 |  2.219088E+04 |  2.212297E+04
    56 |     3584 |  2.215607E+04 |  2.212297E+04
    57 |     3648 |  2.215188E+04 |  2.212297E+04
    58 |     3712 |  2.214983E+04 |  2.212297E+04
    59 |     3776 |  2.214919E+04 |  2.212297E+04
    60 |     3840 |  2.214860E+04 |  2.212297E+04
    61 |     3904 |  2.214735E+04 |  2.212297E+04
    62 |     3968 |  2.214676E+04 |  2.212297E+04
    63 |     4032 |  2.214574E+04 |  2.212297E+04
    64 |     4096 |  2.214556E+04 |  2.212297E+04
    65 |     4160 |  2.214434E+04 |  2.212297E+04
    66 |     4224 |  2.214314E+04 |  2.212297E+04
    67 |     4288 |  2.214297E+04 |  2.212297E+04
    68 |     4352 |  2.214273E+04 |  2.212297E+04
    69 |     4416 |  2.214272E+04 |  2.212297E+04
    70 |     4480 |  2.214268E+04 |  2.212297E+04
    71 |     4544 |  2.214268E+04 |  2.212297E+04
    72 |     4608 |  2.214267E+04 |  2.212297E+04
    73 |     4672 |  2.214245E+04 |  2.212297E+04
    74 |     4736 |  2.214241E+04 |  2.212297E+04
    75 |     4800 |  2.214237E+04 |  2.212297E+04
    76 |     4864 |  2.214237E+04 |  2.212297E+04
    77 |     4928 |  2.214237E+04 |  2.212297E+04
    78 |     4992 |  2.214237E+04 |  2.212297E+04
    79 |     5056 |  2.214237E+04 |  2.212297E+04
    80 |     5120 |  2.214237E+04 |  2.212297E+04
    81 |     5184 |  2.214210E+04 |  2.212297E+04
    82 |     5248 |  2.214210E+04 |  2.212297E+04
    83 |     5312 |  2.214210E+04 |  2.212297E+04
    84 |     5376 |  2.214210E+04 |  2.212297E+04
    85 |     5440 |  2.214192E+04 |  2.212297E+04
    86 |     5504 |  2.214192E+04 |  2.212297E+04
    87 |     5568 |  2.214173E+04 |  2.212297E+04
    88 |     5632 |  2.214143E+04 |  2.212297E+04
    89 |     5696 |  2.214138E+04 |  2.212297E+04
    90 |     5760 |  2.214137E+04 |  2.212297E+04
    91 |     5824 |  2.214110E+04 |  2.212297E+04
    92 |     5888 |  2.214096E+04 |  2.212297E+04
    93 |     5952 |  2.214064E+04 |  2.212297E+04
    94 |     6016 |  2.214004E+04 |  2.212297E+04
    95 |     6080 |  2.213907E+04 |  2.211158E+04
    96 |     6144 |  2.213866E+04 |  2.211158E+04
    97 |     6208 |  2.213811E+04 |  2.211158E+04
    98 |     6272 |  2.213753E+04 |  2.211158E+04
    99 |     6336 |  2.213639E+04 |  2.211158E+04
   100 |     6400 |  2.213431E+04 |  2.211158E+04
Best solution found: [1 2 0 0 2 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1
 0 0 0 1 1 0 0 0 1 1 0 0 0 0 2 0 2 1 1 1 0 1 2 1 1 0 2 1 1 0 1 0 1 1 1 1 1
 0 0 1 0 0 0 0 1 1 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [22111.57724304]
Runoff time: 45.3669650554657 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  5.891223E+03 |  3.466960E+03
     2 |      128 |  3.767536E+03 |  3.000856E+03
     3 |      192 |  3.462160E+03 |  2.488573E+03
     4 |      256 |  3.190918E+03 |  1.991793E+03
     5 |      320 |  2.900251E+03 |  1.688221E+03
     6 |      384 |  2.446073E+03 |  1.437121E+03
     7 |      448 |  1.913858E+03 |  1.163579E+03
     8 |      512 |  1.565538E+03 |  1.163579E+03
     9 |      576 |  1.338898E+03 |  1.065129E+03
    10 |      640 |  1.196110E+03 |  1.032512E+03
    11 |      704 |  1.115648E+03 |  1.020830E+03
    12 |      768 |  1.060066E+03 |  9.988982E+02
    13 |      832 |  1.042134E+03 |  9.988982E+02
    14 |      896 |  1.031479E+03 |  9.882586E+02
    15 |      960 |  1.023737E+03 |  9.882586E+02
    16 |     1024 |  1.016980E+03 |  9.882586E+02
    17 |     1088 |  1.010222E+03 |  9.882586E+02
    18 |     1152 |  1.003491E+03 |  9.860287E+02
    19 |     1216 |  9.962784E+02 |  9.721993E+02
    20 |     1280 |  9.894179E+02 |  9.637608E+02
    21 |     1344 |  9.829838E+02 |  9.637608E+02
    22 |     1408 |  9.774978E+02 |  9.534616E+02
    23 |     1472 |  9.689863E+02 |  9.428567E+02
    24 |     1536 |  9.639681E+02 |  9.428567E+02
    25 |     1600 |  9.588842E+02 |  9.310543E+02
    26 |     1664 |  9.545209E+02 |  9.310543E+02
    27 |     1728 |  9.493236E+02 |  9.310543E+02
    28 |     1792 |  9.454143E+02 |  9.310543E+02
    29 |     1856 |  9.439100E+02 |  9.273693E+02
    30 |     1920 |  9.415226E+02 |  9.273693E+02
    31 |     1984 |  9.392324E+02 |  9.243752E+02
    32 |     2048 |  9.373342E+02 |  9.188040E+02
    33 |     2112 |  9.357219E+02 |  9.188040E+02
    34 |     2176 |  9.329665E+02 |  9.188040E+02
    35 |     2240 |  9.296359E+02 |  9.129031E+02
    36 |     2304 |  9.246489E+02 |  9.071612E+02
    37 |     2368 |  9.210472E+02 |  9.044951E+02
    38 |     2432 |  9.166791E+02 |  9.014908E+02
    39 |     2496 |  9.144626E+02 |  9.014908E+02
    40 |     2560 |  9.113674E+02 |  8.862536E+02
    41 |     2624 |  9.077251E+02 |  8.826291E+02
    42 |     2688 |  9.034308E+02 |  8.785140E+02
    43 |     2752 |  8.969786E+02 |  8.775844E+02
    44 |     2816 |  8.913713E+02 |  8.685000E+02
    45 |     2880 |  8.874541E+02 |  8.570544E+02
    46 |     2944 |  8.836554E+02 |  8.570544E+02
    47 |     3008 |  8.803373E+02 |  8.570544E+02
    48 |     3072 |  8.780539E+02 |  8.570544E+02
    49 |     3136 |  8.756943E+02 |  8.540813E+02
    50 |     3200 |  8.733794E+02 |  8.540813E+02
    51 |     3264 |  8.724406E+02 |  8.540813E+02
    52 |     3328 |  8.714397E+02 |  8.540813E+02
    53 |     3392 |  8.699222E+02 |  8.540813E+02
    54 |     3456 |  8.686649E+02 |  8.461239E+02
    55 |     3520 |  8.673754E+02 |  8.461239E+02
    56 |     3584 |  8.657177E+02 |  8.461239E+02
    57 |     3648 |  8.635402E+02 |  8.431507E+02
    58 |     3712 |  8.622008E+02 |  8.431507E+02
    59 |     3776 |  8.604053E+02 |  8.431507E+02
    60 |     3840 |  8.588493E+02 |  8.431507E+02
    61 |     3904 |  8.570705E+02 |  8.431507E+02
    62 |     3968 |  8.556468E+02 |  8.431507E+02
    63 |     4032 |  8.540643E+02 |  8.428506E+02
    64 |     4096 |  8.531126E+02 |  8.428506E+02
    65 |     4160 |  8.517132E+02 |  8.337366E+02
    66 |     4224 |  8.493606E+02 |  8.306752E+02
    67 |     4288 |  8.460582E+02 |  8.306752E+02
    68 |     4352 |  8.424480E+02 |  8.306752E+02
    69 |     4416 |  8.404978E+02 |  8.306752E+02
    70 |     4480 |  8.376279E+02 |  8.240606E+02
    71 |     4544 |  8.344504E+02 |  8.240606E+02
    72 |     4608 |  8.324728E+02 |  8.240545E+02
    73 |     4672 |  8.307388E+02 |  8.214897E+02
    74 |     4736 |  8.280908E+02 |  8.214897E+02
    75 |     4800 |  8.249665E+02 |  8.214897E+02
    76 |     4864 |  8.239684E+02 |  8.214897E+02
    77 |     4928 |  8.237938E+02 |  8.214897E+02
    78 |     4992 |  8.236898E+02 |  8.214897E+02
    79 |     5056 |  8.235415E+02 |  8.214897E+02
    80 |     5120 |  8.230804E+02 |  8.114823E+02
    81 |     5184 |  8.220057E+02 |  8.099854E+02
    82 |     5248 |  8.199765E+02 |  8.020646E+02
    83 |     5312 |  8.170928E+02 |  8.020646E+02
    84 |     5376 |  8.132303E+02 |  8.020646E+02
    85 |     5440 |  8.101199E+02 |  7.913404E+02
    86 |     5504 |  8.080440E+02 |  7.905588E+02
    87 |     5568 |  8.046057E+02 |  7.905588E+02
    88 |     5632 |  8.004114E+02 |  7.905588E+02
    89 |     5696 |  7.975964E+02 |  7.905588E+02
    90 |     5760 |  7.955082E+02 |  7.905588E+02
    91 |     5824 |  7.936009E+02 |  7.820518E+02
    92 |     5888 |  7.912089E+02 |  7.816909E+02
    93 |     5952 |  7.894249E+02 |  7.805281E+02
    94 |     6016 |  7.859326E+02 |  7.778295E+02
    95 |     6080 |  7.826052E+02 |  7.705757E+02
    96 |     6144 |  7.807641E+02 |  7.668105E+02
    97 |     6208 |  7.783453E+02 |  7.667596E+02
    98 |     6272 |  7.745207E+02 |  7.663858E+02
    99 |     6336 |  7.716021E+02 |  7.652493E+02
   100 |     6400 |  7.686980E+02 |  7.648831E+02
Best solution found: [1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
