,rr time,fl time,perf
astlingen_01_25_2007_13,19.8543119430542,10.62797286653299,602.5398722957334
astlingen_02_04_2007_10,15.65838074684143,1.6995316327676264,0.0
astlingen_02_08_2007_07,14.54306435585022,30.131305708160884,4902.737785676209
astlingen_02_10_2007_02,21.292067766189575,6.407723518518301,354.90705436399315
astlingen_02_21_2007_13,21.7419114112854,1.6296727467780332,0.0
astlingen_02_24_2007_17,18.025409698486328,1.6338914178954769,0.0
astlingen_02_28_2007_12,19.073930263519287,15.586875827873454,868.3980019680395
astlingen_03_19_2007_14,27.99174427986145,1.6401402896100825,0.0
astlingen_04_04_2007_12,8.59300184249878,27.211561624627365,6921.788974238088
astlingen_04_05_2007_09,14.9817955493927,1.6963074626344623,0.0
astlingen_04_10_2007_02,14.337414979934692,1.6397026899533393,0.0
astlingen_04_27_2007_11,35.93981909751892,1.7938904645215017,0.0
astlingen_04_29_2007_02,19.195264101028442,1.658710710169596,0.0
astlingen_05_10_2007_22,19.962918996810913,5.954703247492215,9.828456684987238
astlingen_05_22_2007_05,17.099127054214478,29.187161503954137,7392.206425415698
astlingen_06_12_2007_23,10.41547179222107,1.6172630382435662,0.0
astlingen_07_18_2007_12,7.060093641281128,37.750936275952824,8470.488718472783
astlingen_07_23_2007_19,15.376481056213379,10.189627108489267,359.21063095119587
astlingen_07_25_2007_01,12.672261238098145,38.975461208563054,6275.218393139633
astlingen_07_27_2007_22,13.720543384552002,1.6113583113523138,0.0
astlingen_07_31_2007_00,28.84032678604126,28.673110882441204,6059.71124939527
astlingen_08_15_2007_13,8.499447345733643,13.99707632167365,315.2843104128551
astlingen_08_22_2007_08,7.307665109634399,6.480574973021882,0.004600129187037761
astlingen_08_22_2007_21,5.525658130645752,38.48455920712701,2216.8144565272255
astlingen_08_30_2007_03,14.847576141357422,1.8299129884454268,0.0
astlingen_08_30_2007_21,14.60781717300415,22.786753737612774,1937.5150044378227
astlingen_09_26_2007_12,3.656588077545166,48.934160268306734,9218.170450964615
astlingen_11_12_2007_20,12.53395962715149,1.6917586694745457,0.0
astlingen_11_13_2007_14,5.710468053817749,45.955507570697414,3605.1848127955873
astlingen_11_16_2007_03,11.350974082946777,12.926676982786597,528.1134450591338
astlingen_11_17_2007_20,18.684439182281494,12.409350550904566,414.5160581992785
astlingen_11_19_2007_15,20.756479501724243,1.7921567248385488,0.0
astlingen_12_11_2007_21,8.245455980300903,2.4698830802788896,0.0
astlingen_12_13_2007_10,13.797743320465088,1.8287271518965025,0.0
astlingen_12_17_2007_20,6.3520448207855225,28.67654830011828,600.621997001447
astlingen_12_24_2007_21,9.0994393825531,13.461030158367786,321.4128248764201
astlingen_12_27_2007_17,11.699739456176758,30.187921079897112,6573.701692815762
