,flood,cso,wwtp,tank,pump
testall_89,4885.63395172225,1392.5815477727494,-783.9434322410368,25000.0,70.58535389715595
testall_90,19289.0525292161,2470.2167087795933,-1305.6312619308205,89000.0,111.10161356149493
testall_91,3204.1801561969064,792.2522215468388,-985.3285147359334,22000.0,65.63434096393283
testall_92,8082.8945606124535,1660.2943075531757,-1007.5355226261589,48000.0,81.16607791790533
testall_93,731.0121118014284,419.3722287482931,-488.1140632301914,0.0,28.443511449643125
testall_94,5430.8335287932105,1100.8829071410767,-1021.7677456351894,30000.0,65.3112623763994
testall_95,16157.501681539696,2821.147670630041,-1170.521135975942,85000.0,112.05535602386763
testall_96,33635.36030870698,3858.8277596419202,-1420.9493425283326,120000.0,169.10107058216605
testall_97,828.2990368752094,898.9744064441345,-910.1808634957664,0.0,62.94870965408097
testall_98,2356.285641716521,566.8068983548437,-876.7752828682311,35000.0,50.848875393556966
testall_99,31428.727015304416,3658.0596875073097,-1281.099131294473,119000.0,148.5406328616525
total,1387518.8737503716,200378.82666044557,-109681.85492380142,6239000.0,9526.107815370056
