,rr time,fl time,perf
astlingen_08_15_2007_13,8.708179950714111,63.92272190124758,433.65051102648124
astlingen_08_22_2007_08,7.4934844970703125,61.916875944861886,67.33838589797682
astlingen_08_22_2007_21,5.876533508300781,61.88136143519961,2428.7952313932506
astlingen_08_30_2007_03,14.546686172485352,61.40930241120012,90.3461279383873
astlingen_08_30_2007_21,13.878902912139893,61.296026203193165,1938.244492469586
astlingen_09_26_2007_12,3.633397102355957,61.21951970458031,9067.969610631808
astlingen_11_12_2007_20,12.47309923171997,61.24435015986948,4.527866593669961
astlingen_11_13_2007_14,5.679272651672363,61.769105972782256,3737.387693326619
astlingen_11_16_2007_03,11.997624397277832,62.43824793458954,656.4178285324913
astlingen_11_17_2007_20,17.539947509765625,60.92634142418297,673.3376138179252
astlingen_11_19_2007_15,18.76363730430603,60.915941039911296,0.0
astlingen_12_11_2007_21,7.981933116912842,60.849024234193095,5.401155767308552
astlingen_12_13_2007_10,13.352109909057617,61.03117873378702,0.0
astlingen_12_17_2007_20,5.248535871505737,60.74024924327587,737.3916858756677
astlingen_12_24_2007_21,8.156973361968994,60.70608257985377,347.74189210591834
astlingen_12_27_2007_17,11.120574474334717,60.451957796850515,6609.946642377054
