,Start,End,Date,Duration,Precipitation,Gage
140,09/14/2016 18:50:00,09/14/2016 19:20:00,09/14/2016,30.0,0.2,qb
141,09/14/2016 22:50:00,09/16/2016 08:40:00,09/14/2016,2030.0,99.7,qb
142,09/16/2016 12:25:00,09/16/2016 12:35:00,09/16/2016,10.0,0.2,qb
143,09/16/2016 15:35:00,09/16/2016 15:35:00,09/16/2016,0.0,0.1,qb
144,09/16/2016 18:20:00,09/16/2016 20:05:00,09/16/2016,105.0,2.0,qb
145,09/17/2016 00:00:00,09/17/2016 00:00:00,09/17/2016,0.0,0.1,qb
146,09/18/2016 05:30:00,09/18/2016 05:30:00,09/18/2016,0.0,0.1,qb
147,09/21/2016 18:00:00,09/21/2016 19:30:00,09/21/2016,90.0,0.5,qb
148,09/28/2016 01:20:00,09/28/2016 02:05:00,09/28/2016,45.0,0.7,qb
149,09/28/2016 04:40:00,09/28/2016 04:40:00,09/28/2016,0.0,0.1,qb
150,09/28/2016 09:00:00,09/28/2016 09:15:00,09/28/2016,15.0,0.9,qb
151,09/28/2016 21:10:00,09/28/2016 21:10:00,09/28/2016,0.0,0.1,qb
152,09/29/2016 04:00:00,09/29/2016 04:10:00,09/29/2016,10.0,0.2,qb
153,09/29/2016 08:05:00,09/30/2016 01:35:00,09/29/2016,1050.0,7.299999999999999,qb
154,09/30/2016 06:20:00,09/30/2016 06:45:00,09/30/2016,25.0,0.3,qb
155,10/02/2016 21:45:00,10/02/2016 23:40:00,10/02/2016,115.0,8.399999999999999,qb
156,10/03/2016 03:25:00,10/03/2016 05:40:00,10/03/2016,135.0,10.7,qb
157,10/04/2016 16:30:00,10/04/2016 19:25:00,10/04/2016,175.0,0.6,qb
158,10/06/2016 16:35:00,10/06/2016 19:00:00,10/06/2016,145.0,0.8999999999999999,qb
159,10/06/2016 23:35:00,10/07/2016 00:00:00,10/06/2016,25.0,1.3,qb
160,10/07/2016 05:00:00,10/07/2016 05:00:00,10/07/2016,0.0,0.1,qb
161,10/07/2016 13:00:00,10/07/2016 13:00:00,10/07/2016,0.0,0.1,qb
162,10/07/2016 22:20:00,10/08/2016 08:45:00,10/07/2016,625.0,24.500000000000007,qb
163,10/12/2016 05:15:00,10/12/2016 06:05:00,10/12/2016,50.0,0.4,qb
164,10/14/2016 03:00:00,10/14/2016 04:40:00,10/14/2016,100.0,0.3,qb
165,10/14/2016 08:20:00,10/14/2016 08:20:00,10/14/2016,0.0,0.1,qb
166,10/19/2016 11:55:00,10/19/2016 12:35:00,10/19/2016,40.0,0.2,qb
167,10/19/2016 17:35:00,10/19/2016 18:35:00,10/19/2016,60.0,0.2,qb
168,10/19/2016 23:10:00,10/20/2016 14:10:00,10/19/2016,900.0,6.399999999999999,qb
169,10/20/2016 16:25:00,10/20/2016 16:25:00,10/20/2016,0.0,0.1,qb
170,10/21/2016 00:35:00,10/21/2016 20:55:00,10/21/2016,1220.0,36.4,qb
171,10/22/2016 01:00:00,10/22/2016 01:00:00,10/22/2016,0.0,0.1,qb
172,10/22/2016 03:05:00,10/22/2016 11:50:00,10/22/2016,525.0,47.2,qb
173,10/22/2016 15:20:00,10/22/2016 23:15:00,10/22/2016,475.0,41.5,qb
174,10/23/2016 01:45:00,10/23/2016 02:10:00,10/23/2016,25.0,0.4,qb
175,10/23/2016 04:35:00,10/23/2016 06:20:00,10/23/2016,105.0,0.4,qb
176,10/26/2016 00:20:00,10/26/2016 10:10:00,10/26/2016,590.0,26.5,qb
177,10/26/2016 15:25:00,10/27/2016 05:25:00,10/26/2016,840.0,23.000000000000004,qb
178,10/27/2016 11:35:00,10/27/2016 13:50:00,10/27/2016,135.0,0.4,qb
179,10/28/2016 15:40:00,10/28/2016 16:55:00,10/28/2016,75.0,0.2,qb
180,10/31/2016 03:15:00,10/31/2016 11:05:00,10/31/2016,470.0,4.799999999999999,qb
181,11/01/2016 00:45:00,11/01/2016 01:35:00,11/01/2016,50.0,0.6,qb
182,11/07/2016 17:35:00,11/08/2016 08:40:00,11/07/2016,905.0,10.1,qb
183,11/13/2016 06:40:00,11/13/2016 07:15:00,11/13/2016,35.0,0.3,qb
184,11/13/2016 23:35:00,11/14/2016 00:40:00,11/13/2016,65.0,0.6,qb
185,11/16/2016 17:55:00,11/16/2016 17:55:00,11/16/2016,0.0,0.1,qb
186,11/17/2016 02:00:00,11/17/2016 08:10:00,11/17/2016,370.0,3.6000000000000005,qb
187,11/17/2016 10:20:00,11/17/2016 12:45:00,11/17/2016,145.0,0.5,qb
188,11/17/2016 18:45:00,11/17/2016 18:45:00,11/17/2016,0.0,0.1,qb
189,11/20/2016 00:50:00,11/20/2016 04:00:00,11/20/2016,190.0,7.7,qb
190,11/21/2016 07:00:00,11/21/2016 07:40:00,11/21/2016,40.0,1.1,qb
191,11/21/2016 13:15:00,11/21/2016 16:25:00,11/21/2016,190.0,3.0000000000000004,qb
192,11/21/2016 19:25:00,11/21/2016 19:25:00,11/21/2016,0.0,0.1,qb
193,11/22/2016 06:35:00,11/22/2016 06:35:00,11/22/2016,0.0,0.1,qb
194,11/22/2016 15:25:00,11/22/2016 16:25:00,11/22/2016,60.0,0.4,qb
195,11/23/2016 07:25:00,11/23/2016 21:20:00,11/23/2016,835.0,5.499999999999998,qb
196,11/24/2016 01:40:00,11/24/2016 01:40:00,11/24/2016,0.0,0.1,qb
197,11/26/2016 00:00:00,11/26/2016 01:20:00,11/26/2016,80.0,0.3,qb
198,11/26/2016 03:25:00,11/26/2016 13:30:00,11/26/2016,605.0,15.1,qb
199,12/04/2016 03:10:00,12/04/2016 07:20:00,12/04/2016,250.0,0.7,qb
200,12/13/2016 07:40:00,12/13/2016 18:35:00,12/13/2016,655.0,4.599999999999998,qb
201,12/13/2016 22:50:00,12/14/2016 00:00:00,12/13/2016,70.0,0.2,qb
202,12/20/2016 05:00:00,12/20/2016 08:15:00,12/20/2016,195.0,2.7000000000000006,qb
203,12/20/2016 21:05:00,12/21/2016 01:15:00,12/20/2016,250.0,1.2000000000000002,qb
204,12/21/2016 12:00:00,12/21/2016 13:15:00,12/21/2016,75.0,1.7000000000000006,qb
205,12/21/2016 20:05:00,12/21/2016 23:15:00,12/21/2016,190.0,2.3000000000000003,qb
206,12/22/2016 02:20:00,12/22/2016 02:20:00,12/22/2016,0.0,0.1,qb
207,12/25/2016 09:15:00,12/26/2016 09:35:00,12/25/2016,1460.0,32.400000000000006,qb
208,12/26/2016 12:05:00,12/26/2016 21:00:00,12/26/2016,535.0,4.599999999999998,qb
209,01/04/2017 22:00:00,01/06/2017 06:30:00,01/04/2017,1950.0,23.8,qb
210,01/06/2017 11:55:00,01/06/2017 12:00:00,01/06/2017,5.0,0.2,qb
211,01/06/2017 15:40:00,01/07/2017 19:40:00,01/06/2017,1680.0,36.000000000000014,qb
212,01/12/2017 06:00:00,01/12/2017 06:55:00,01/12/2017,55.0,0.4,qb
213,01/18/2017 01:45:00,01/18/2017 06:30:00,01/18/2017,285.0,1.6000000000000003,qb
214,01/18/2017 10:55:00,01/18/2017 11:40:00,01/18/2017,45.0,0.2,qb
215,01/18/2017 17:05:00,01/18/2017 17:05:00,01/18/2017,0.0,0.1,qb
216,01/18/2017 19:55:00,01/18/2017 20:30:00,01/18/2017,35.0,0.3,qb
217,01/29/2017 22:45:00,01/29/2017 23:45:00,01/29/2017,60.0,0.3,qb
218,02/03/2017 09:30:00,02/03/2017 10:20:00,02/03/2017,50.0,0.7999999999999999,qb
219,02/03/2017 20:20:00,02/04/2017 03:15:00,02/03/2017,415.0,2.6000000000000005,qb
220,02/08/2017 01:35:00,02/08/2017 03:00:00,02/08/2017,85.0,0.2,qb
221,02/08/2017 06:00:00,02/08/2017 18:10:00,02/08/2017,730.0,4.399999999999999,qb
222,02/09/2017 00:15:00,02/09/2017 00:15:00,02/09/2017,0.0,0.1,qb
223,02/17/2017 21:45:00,02/17/2017 23:30:00,02/17/2017,105.0,0.7,qb
224,02/22/2017 01:50:00,02/22/2017 04:00:00,02/22/2017,130.0,5.4,qb
225,02/22/2017 11:30:00,02/22/2017 18:00:00,02/22/2017,390.0,2.1000000000000005,qb
226,03/01/2017 17:55:00,03/01/2017 17:55:00,03/01/2017,0.0,0.1,qb
227,03/04/2017 23:20:00,03/05/2017 07:45:00,03/04/2017,505.0,4.599999999999999,qb
228,03/12/2017 13:30:00,03/13/2017 02:50:00,03/12/2017,800.0,13.300000000000002,qb
229,03/13/2017 05:35:00,03/13/2017 15:10:00,03/13/2017,575.0,11.200000000000005,qb
230,03/13/2017 17:25:00,03/13/2017 19:20:00,03/13/2017,115.0,1.3000000000000005,qb
231,03/19/2017 11:40:00,03/19/2017 16:00:00,03/19/2017,260.0,5.6,qb
232,03/19/2017 23:50:00,03/20/2017 06:05:00,03/19/2017,375.0,15.0,qb
233,03/20/2017 10:10:00,03/20/2017 11:10:00,03/20/2017,60.0,0.4,qb
234,03/20/2017 18:05:00,03/21/2017 00:40:00,03/20/2017,395.0,1.7000000000000006,qb
235,03/22/2017 06:05:00,03/22/2017 18:20:00,03/22/2017,735.0,6.499999999999998,qb
236,03/22/2017 20:55:00,03/23/2017 01:35:00,03/22/2017,280.0,1.8000000000000005,qb
237,03/23/2017 06:50:00,03/23/2017 08:50:00,03/23/2017,120.0,0.2,qb
238,03/24/2017 16:35:00,03/24/2017 22:25:00,03/24/2017,350.0,4.199999999999999,qb
239,03/30/2017 11:15:00,03/31/2017 04:25:00,03/30/2017,1030.0,16.6,qb
240,04/05/2017 04:45:00,04/05/2017 04:45:00,04/05/2017,0.0,0.1,qb
241,04/05/2017 22:15:00,04/05/2017 22:55:00,04/05/2017,40.0,0.4,qb
242,04/06/2017 14:40:00,04/06/2017 18:00:00,04/06/2017,200.0,0.6,qb
243,04/07/2017 02:25:00,04/07/2017 10:40:00,04/07/2017,495.0,18.30000000000001,qb
244,04/07/2017 16:15:00,04/07/2017 17:15:00,04/07/2017,60.0,0.2,qb
245,04/09/2017 02:55:00,04/09/2017 09:00:00,04/09/2017,365.0,9.7,qb
246,04/09/2017 12:00:00,04/09/2017 14:00:00,04/09/2017,120.0,1.1,qb
247,04/09/2017 23:35:00,04/10/2017 11:15:00,04/09/2017,700.0,15.400000000000002,qb
248,04/10/2017 16:30:00,04/11/2017 01:10:00,04/10/2017,520.0,12.2,qb
249,04/17/2017 04:15:00,04/17/2017 05:25:00,04/17/2017,70.0,0.8,qb
250,04/17/2017 07:55:00,04/17/2017 09:05:00,04/17/2017,70.0,17.3,qb
