,rr time,fl time,perf,objective
astlingen_01_25_2007_13,22.69287109375,1.4048098507015387,246.71129251920348,-1278.8565875694228
astlingen_02_04_2007_10,19.33481240272522,1.0930958556000299,12.93981124349961,-1116.9093356280096
astlingen_02_08_2007_07,17.384400844573975,1.2713752668115157,4829.450525200722,3669.7417309002235
astlingen_02_10_2007_02,27.387072801589966,1.15881239858448,455.74489109369785,-980.890943771252
astlingen_02_21_2007_13,26.98762011528015,1.181929988342349,7.359050693535425,-1538.1661211648238
astlingen_02_24_2007_17,24.453663110733032,1.3142429281612338,6.869305399519863,-1209.9117397410748
astlingen_02_28_2007_12,23.85248637199402,1.495941954500535,1223.754539481772,-202.74585356581807
astlingen_03_19_2007_14,33.384546518325806,1.373784169748232,0.0,-1865.8913957996465
astlingen_04_04_2007_12,10.166666507720947,1.6622300348783794,7057.633426627429,8471.97868450087
astlingen_04_05_2007_09,17.587799072265625,1.6305168657591849,83.15825443972867,-1004.6747285668181
astlingen_04_10_2007_02,16.860767602920532,1.6052638995341766,0.19097650015776327,-963.23429122707
astlingen_04_27_2007_11,44.45825481414795,1.3478367975515912,0.0,-1894.3754376224233
astlingen_04_29_2007_02,25.004242658615112,1.5951250694585188,19.188294789970872,-1090.2922424042854
astlingen_05_10_2007_22,28.36834716796875,1.5754378028728995,335.5203918479107,-795.0146250120167
astlingen_05_22_2007_05,22.75417733192444,1.5698754990354498,7397.217947079722,6747.902366602309
astlingen_06_12_2007_23,13.33157992362976,1.6297210433653422,19.163270737676687,-651.719938800606
astlingen_07_18_2007_12,9.080689907073975,1.6720120194670443,8464.363986773815,9728.885661639335
astlingen_07_23_2007_19,19.59492063522339,1.5880709738421017,539.1579290279527,-614.0809396506286
astlingen_07_25_2007_01,16.475401878356934,1.6104761610785834,6168.154174757958,5626.796309609659
astlingen_07_27_2007_22,17.24368953704834,1.3521825835208765,0.0,-713.7299392659431
astlingen_07_31_2007_00,31.97098660469055,1.6045472644842589,5731.782785437411,4011.1759856608232
astlingen_08_15_2007_13,9.878199338912964,1.4521336965663458,446.4816110904341,-48.63837602979217
astlingen_08_22_2007_08,8.761513710021973,1.616331909276262,145.97446273793446,-209.64512149922297
astlingen_08_22_2007_21,6.752794504165649,1.4701747853180458,2466.0564231943654,3835.76758370856
astlingen_08_30_2007_03,16.621018648147583,1.4400084411041647,99.17032036331203,-998.7648331393866
astlingen_08_30_2007_21,14.719907999038696,1.5727035215026455,1804.3083929241332,1281.1718596189191
astlingen_09_26_2007_12,5.4389355182647705,1.6031338691711425,9031.213004248477,9019.155799720404
astlingen_11_12_2007_20,15.371713399887085,1.4711422709857715,56.34523882083593,-906.0751052103892
astlingen_11_13_2007_14,7.047679662704468,1.4501541160768079,3597.9692695724825,3710.255508198211
astlingen_11_16_2007_03,14.463255405426025,1.4173418738977697,690.0462113092161,4.1455908330341344
astlingen_11_17_2007_20,19.235753059387207,1.5900117523816166,555.3251461751139,-758.4372946146522
astlingen_11_19_2007_15,22.74230694770813,1.2994752363725142,50.569117689377094,-1184.1063796151352
astlingen_12_11_2007_21,11.136260747909546,1.5985259340050515,12.285618216581051,-511.4831998589114
astlingen_12_13_2007_10,15.705359935760498,1.3331070864522778,17.749925382098116,-923.157756316973
astlingen_12_17_2007_20,5.581400632858276,1.6153433857292965,661.070444537651,632.2558442957343
astlingen_12_24_2007_21,10.066017150878906,1.697327236552815,347.4377893788772,-328.4023150383516
astlingen_12_27_2007_17,13.546151638031006,1.4885199819841692,6502.201013354203,6754.460329626753
