,flood,cso,wwtp,tank,pump
test_0,2540.620385235509,1797.0497511618476,-741.531645352774,0.0,5.358286997008065
test_1,7538.937356586159,2803.8506087457235,-882.1449861779131,350.0,9.62664922412948
test_2,10685.168324387689,3224.031399147849,-1011.7544749242576,1050.0,11.569131694563783
test_3,15603.470157365397,3446.1472043420863,-1089.5462359639603,550.0,13.543679521537157
total,36368.19622357475,11271.078963397507,-3724.977342418905,1950.0,40.09774743723848
