,rr time,fl time,perf
astlingen_01_25_2007_13,18.542869567871094,65.82099903772955,414.00103033544724
astlingen_02_04_2007_10,14.508530378341675,63.464587245071144,0.5578792964117931
astlingen_02_08_2007_07,18.343565464019775,65.24605756435754,4991.967567285868
astlingen_02_10_2007_02,25.234780311584473,63.37693476982606,423.9923847300695
astlingen_02_21_2007_13,20.767255544662476,58.76869772672653,0.36776815525574524
astlingen_02_24_2007_17,17.0729558467865,62.12631446664984,0.0
astlingen_02_28_2007_12,17.35751223564148,89.7790882412125,1361.2343779626021
astlingen_03_19_2007_14,26.245750904083252,92.42131546168652,0.0
astlingen_04_04_2007_12,8.0463125705719,57.6649044752121,6958.4757366782105
astlingen_04_05_2007_09,13.93567705154419,95.8419321233576,0.025558130255507405
astlingen_04_10_2007_02,13.220734596252441,97.37780900184924,0.0
astlingen_04_27_2007_11,33.24235677719116,62.47154599936434,0.0
astlingen_04_29_2007_02,17.882399320602417,60.61523563521249,0.0
astlingen_05_10_2007_22,18.530115604400635,61.84180472321706,214.63187388798164
astlingen_05_22_2007_05,16.12869167327881,62.956960750004605,7433.6093348239065
astlingen_06_12_2007_23,10.94119119644165,65.44784917329487,0.05273408149011882
astlingen_07_18_2007_12,6.50682806968689,98.99719275878026,8437.352257611386
astlingen_07_23_2007_19,14.527255535125732,66.582326909952,778.560973509391
astlingen_07_25_2007_01,11.498455286026001,66.62146658593036,6141.36660319365
astlingen_07_27_2007_22,12.678622722625732,63.39336086273193,0.4430814806447889
astlingen_07_31_2007_00,26.28181028366089,63.077045005101425,5654.215223767771
astlingen_08_15_2007_13,7.946509599685669,63.91448133991611,554.1474140761686
astlingen_08_22_2007_08,6.703209400177002,65.57741862756235,50.32287868556584
astlingen_08_22_2007_21,4.976210594177246,71.18284882307053,2938.4456602717755
astlingen_08_30_2007_03,13.29661750793457,75.21967221206089,51.87283679690356
astlingen_08_30_2007_21,12.94416618347168,67.7656815846761,2078.4152111985422
astlingen_09_26_2007_12,6.367626667022705,58.01658342565809,9094.88837552422
astlingen_11_12_2007_20,13.375595569610596,69.65856700358184,0.0
astlingen_11_13_2007_14,5.225104331970215,59.27584731011164,3840.110480672475
astlingen_11_16_2007_03,10.422369718551636,71.0258994102478,663.7849407145321
astlingen_11_17_2007_20,16.582334280014038,66.17658272295287,771.6729160767036
astlingen_11_19_2007_15,17.979602336883545,76.90243590218681,0.0
astlingen_12_11_2007_21,7.42880654335022,73.41702654361725,0.0
astlingen_12_13_2007_10,12.396718978881836,77.59564587593078,0.48805494352779005
astlingen_12_17_2007_20,4.937307834625244,107.01162871122361,693.6791285470641
astlingen_12_24_2007_21,7.486201524734497,132.86965873933607,351.3217515302944
astlingen_12_27_2007_17,16.295073747634888,143.63568452426367,6616.71773103451
