,rr time,fl time,perf,objective
astlingen_01_25_2007_13,2.298508882522583,3.4791365581723404,579.8973358895703,-943.7746141202393
astlingen_02_04_2007_10,1.8586328029632568,2.7403108213074816,22.266183740895304,-1109.2422208573073
astlingen_02_08_2007_07,1.7379493713378906,3.7431564798837975,5006.7863198332525,4650.8950207899925
astlingen_02_10_2007_02,2.588956356048584,2.504299310537485,402.33201605847745,-1037.7709788133739
astlingen_02_21_2007_13,2.5821595191955566,2.984316215355526,4.44137880163404,-1546.6527564451692
astlingen_02_24_2007_17,2.164716958999634,2.8036327519392605,4.785806708229039,-1210.8656824327386
astlingen_02_28_2007_12,2.2313883304595947,3.5726196777586843,1226.595040041877,-168.29696051315767
astlingen_03_19_2007_14,3.4567859172821045,2.089563970441942,0.0,-1868.3197509255003
astlingen_04_04_2007_12,1.0392932891845703,2.989219828655845,7028.549603554674,8526.941338328817
astlingen_04_05_2007_09,1.8301565647125244,3.3701873042366723,53.724291162879084,-1027.9685263457623
astlingen_04_10_2007_02,1.687309741973877,3.118194120052533,9.10125552258766,-951.513049988431
astlingen_04_27_2007_11,4.221745014190674,2.2914180866507596,0.0,-1895.8203874670726
astlingen_04_29_2007_02,2.27488112449646,3.282291130586104,19.645617107117094,-1080.6393134103214
astlingen_05_10_2007_22,2.370778799057007,3.0429105846563242,317.7303735338638,-800.8183131092362
astlingen_05_22_2007_05,2.083526849746704,3.086650344919651,7442.635503715694,6940.330303297064
astlingen_06_12_2007_23,1.2184975147247314,3.87340215912887,11.02845327005556,-654.5499095234043
astlingen_07_18_2007_12,0.849402904510498,3.3432256432322713,8525.256047741015,9795.701014710761
astlingen_07_23_2007_19,1.9032926559448242,3.4174927677628557,484.81723973595354,-667.7087934002316
astlingen_07_25_2007_01,1.5208063125610352,3.0947703388955095,6287.510995362007,5668.585426952914
astlingen_07_27_2007_22,1.6183454990386963,2.802373346866377,0.0,-714.6905008710352
astlingen_07_31_2007_00,3.3160576820373535,3.4083559772907157,5440.15645167929,3611.7615035908175
astlingen_08_15_2007_13,1.0179128646850586,3.258184779074884,529.5306622834385,31.86552817479904
astlingen_08_22_2007_08,0.8599071502685547,2.9454061109808425,178.3721894671977,-192.49611412963839
astlingen_08_22_2007_21,0.6291370391845703,3.108747305541203,2438.2861859325944,3842.196784288712
astlingen_08_30_2007_03,1.687222957611084,2.9025353645976586,86.89712830942459,-1005.0408674364564
astlingen_08_30_2007_21,1.6410703659057617,3.0707465300434515,2202.130296936988,1759.6888734629115
astlingen_09_26_2007_12,0.431760311126709,3.6598280489444734,9036.970588845234,9025.74768741601
astlingen_11_12_2007_20,1.469339370727539,3.2175872974536,21.450881645856303,-930.925068909206
astlingen_11_13_2007_14,0.6787326335906982,3.332044251503483,3582.5810680120767,3680.4136988837527
astlingen_11_16_2007_03,1.3330233097076416,2.6543238608817745,769.2525914307043,80.35209677436998
astlingen_11_17_2007_20,2.092050075531006,3.3883700395117002,567.568072002329,-747.5214378020559
astlingen_11_19_2007_15,2.2691733837127686,2.8428503531588323,17.676129818072095,-1209.469661914003
astlingen_12_11_2007_21,0.9595036506652832,3.2352703153417353,23.594917867388634,-498.82978220819166
astlingen_12_13_2007_10,1.616910457611084,2.7156820925506384,0.49038074720081803,-925.3780694805964
astlingen_12_17_2007_20,0.630704402923584,3.012045042268161,648.9162144472626,650.4813130644486
astlingen_12_24_2007_21,0.9926891326904297,3.1097088174505547,403.14599955294636,-271.7893299179849
astlingen_12_27_2007_17,1.3144347667694092,3.358846770178887,6706.625048400194,6990.207224919257
