,rr time,fl time,perf,objective
astlingen_02_28_2007_12,8.50938892364502,43.88579991752026,2151.293462655039,1442.1131853973031
astlingen_08_22_2007_21,2.3797767162323,43.66523848730942,3469.4760015786246,5697.921780716706
astlingen_07_24_2008_15,4.558563947677612,43.81368822285107,682.2995268691648,342.2814028548831
astlingen_02_13_2009_15,5.775568008422852,44.06121288347936,2970.0130311008334,4047.5216884656897
astlingen_10_01_2009_14,3.895878553390503,44.06940129647652,3388.2263123807397,3671.428605146045
