,river,creek,wwtp,setting,controlled,obj
02_13_2009_15,755.282301995058,987.0451886224623,9344.548798488664,76.70692525865184,465.2711195975894,1799.570510587092
02_28_2007_12,1148.7346033796618,0.0,14365.576381016781,97.12525995152794,519.7130657444121,-282.6259040645721
07_24_2008_15,141.2906865366257,0.0,7742.337202489402,47.14470580944787,261.8799958703121,-630.3242337536115
08_22_2007_21,571.570658759548,1779.029212903799,3816.294628649451,27.691251239168515,156.26683060943782,3749.562290008295
10_01_2009_14,2329.20401021096,127.13988511771754,7087.44329164942,61.66098117832437,346.6831256083314,1878.2062825375365
