,rr time,fl time,perf,objective
astlingen_07_27_2007_22,14.038660287857056,5.314660973196862,0.0,-663.9460132711849
astlingen_07_31_2007_00,30.73532223701477,6.033316713113051,5650.504055984718,4410.3416165654
astlingen_08_15_2007_13,10.638365507125854,6.0919670622835875,368.3910309403776,-98.88992260902683
astlingen_08_22_2007_08,9.600821256637573,5.726456744761407,0.004599016032566093,-371.882887108488
astlingen_08_22_2007_21,7.624108791351318,6.33057072655908,2422.3912663306596,3861.088236612662
astlingen_08_30_2007_03,15.936042308807373,5.290630432623852,31.41214873602751,-980.1449646828073
astlingen_08_30_2007_21,16.58210039138794,7.45508431604034,2269.5215871767114,2115.1802385689857
astlingen_09_26_2007_12,5.882081031799316,6.513781815767288,9211.426405108783,9202.51708131756
astlingen_11_12_2007_20,14.652593851089478,5.161355542785981,18.865212200729413,-854.7704524072694
astlingen_11_13_2007_14,7.188045978546143,5.99882455795042,3705.9824435516857,3797.078947389932
astlingen_11_16_2007_03,13.970438241958618,5.494926233601764,689.2433049858789,151.02555332110728
astlingen_11_17_2007_20,21.111892700195312,5.966688688920469,719.5779595584565,-180.32749453086848
astlingen_11_19_2007_15,22.802321672439575,4.717493934494456,0.0,-1182.8701890197412
astlingen_12_11_2007_21,10.637776136398315,4.656931247604027,0.0,-488.62029484619694
astlingen_12_13_2007_10,16.180163145065308,4.840249380549869,0.0,-887.7225228893075
astlingen_12_17_2007_20,7.551896810531616,4.507372831476146,700.935523313208,765.7068355223596
astlingen_12_24_2007_21,10.977656602859497,6.067301896902231,418.17281962188923,-198.9893305675642
astlingen_12_27_2007_17,14.150432586669922,6.950668406101965,6816.534967254675,7285.677870823125
