,flood,cso,wwtp,tank,pump
test_0,4688.983801257081,3297.057081370796,-789.2134488183724,200.0,13.817313992573968
test_1,9788.593771518068,4451.121899823519,-940.0525029856021,150.0,18.643333566612462
test_2,13622.853422974833,4652.075688520281,-1002.2006267117606,300.0,19.767386684134156
test_3,17752.818411474935,5470.752976234062,-1064.6173367436743,300.0,22.04020916962212
total,45853.24940722492,17871.00764594866,-3796.083915259409,950.0,74.2682434129427
