Wall time,Step,Value
1727940528.738162,748,0.8034604787826538
1727940535.354029,750,0.753715455532074
1727940614.897079,762,0.7830253839492798
1727940669.469555,772,0.7786619067192078
1727940726.555115,784,0.9247130155563354
1727940742.51765,789,0.7661363482475281
1727940888.222993,815,0.8957105875015259
1727940902.227977,819,0.7695763111114502
1727940938.079915,823,0.810154139995575
1727940941.481011,824,0.7793238162994385
1727940985.069249,831,0.8078082203865051
1727941015.768845,840,0.8176780939102173
1727941048.859741,844,0.862879753112793
1727941062.402422,848,0.880818247795105
1727941100.195116,853,0.8690789937973022
1727941113.954245,857,0.8481122255325317
1727941165.029571,866,0.8750067949295044
1727941179.337134,870,0.8722795248031616
1727941202.221281,871,0.9328597784042358
1727941205.616715,872,0.7943099141120911
1727941212.428675,874,0.8579195141792297
1727941255.586173,881,0.8169578313827515
1727941273.264435,886,0.8265433311462402
1727941280.612873,888,0.8616331219673157
1727941316.189451,893,0.8035690188407898
1727941323.660717,895,0.8332797884941101
1727941338.549364,899,0.9477096796035767
1727941368.619665,903,0.9056884050369263
1727941388.895743,909,0.9120279550552368
1727941392.729379,910,0.8547888994216919
1727941527.4469,933,0.9101053476333618
1727941542.329605,937,0.8583556413650513
1727941716.095827,970,0.9335253834724426
1727941747.434,975,0.8610941171646118
1727941753.024844,977,0.9015792608261108
1727941792.090657,983,0.8209357261657715
1727941865.909297,997,0.8223310708999634
1727941898.116176,1001,0.8691732287406921
1727941925.165133,1008,0.9620177149772644
1727941932.736911,1010,0.8045356869697571
1727941973.446604,1016,0.8181141018867493
1727941980.881937,1018,0.7939664721488953
1727942067.815242,1032,0.9496628642082214
1727942071.659712,1033,0.9358710050582886
1727942126.891906,1043,0.9554376602172852
1727942138.402401,1046,0.9378558993339539
1727942192.085771,1055,1.0136377811431885
1727942208.793702,1059,0.9794113039970398
1727942241.380659,1063,0.9846504330635071
1727942293.400637,1072,0.8673070669174194
1727942297.311556,1073,0.9845622777938843
1727942320.817023,1079,1.0724636316299438
1727942324.676412,1080,0.83662348985672
1727942361.353669,1085,0.8813133239746094
1727942431.428135,1097,0.9624727368354797
1727942473.996502,1103,0.946979820728302
1727942485.94476,1106,0.9299969673156738
1727942539.382544,1115,0.8336532711982727
1727942599.232282,1126,0.9914418458938599
1727942712.28113,1145,0.9313820600509644
1727942786.752874,1158,1.0250976085662842
1727942829.653143,1164,0.931168258190155
1727942842.813241,1167,0.8704087138175964
1727942851.52943,1169,0.9588548541069031
1727942885.803933,1173,0.8707416653633118
1727942912.055399,1179,0.9346305727958679
1727942951.621684,1184,0.8803739547729492
1727943014.771662,1194,0.9394823908805847
1727943041.116394,1200,1.015946626663208
1727943077.352643,1204,0.9614788293838501
1727943081.88447,1205,0.9686284065246582
1727943144.500728,1215,0.9287223815917969
1727943167.577779,1220,0.9436823129653931
1727943410.92824,1257,1.09136164188385
1727943448.649104,1261,0.9759066700935364
1727943453.684221,1262,1.014603614807129
1727943458.519211,1263,1.0751794576644897
1727943576.752774,1281,0.9785555601119995
1727943651.631736,1293,1.0079010725021362
1727943656.5274,1294,0.9331709742546082
1727943686.447389,1300,1.021241545677185
1727943736.323813,1307,1.0625845193862915
1727943918.30512,1333,1.0375852584838867
1727943928.819932,1335,1.1234604120254517
1727943994.670866,1345,0.9289940595626831
1727944065.881164,1356,1.0466071367263794
1727944080.332865,1359,0.9779961705207825
1727944112.002365,1362,0.9524818658828735
1727944251.713134,1382,1.0634567737579346
1727944282.516481,1388,1.0997072458267212
1727944335.290865,1395,1.1735197305679321
1727944382.33786,1401,0.9612388610839844
1727944452.922056,1411,1.1133568286895752
1727944482.904102,1417,1.087989091873169
1727944498.711064,1420,1.0672950744628906
1727944590.209473,1431,0.9967776536941528
1727944606.792346,1434,1.0396124124526978
1727944623.706466,1437,1.0924112796783447
1727944629.3297,1438,1.0216790437698364
1727945030.449325,1486,1.1269038915634155
1727945049.48349,1489,1.0947515964508057
1727945090.079029,1492,0.9772375822067261
1727945096.293751,1493,1.146551251411438
1727945278.192787,1515,1.0154896974563599
1727945376.072419,1527,1.1150474548339844
1727945388.764718,1529,1.1466630697250366
1727945435.896223,1533,1.0278264284133911
1727945461.664256,1537,1.0645045042037964
1727945508.937986,1541,1.0916999578475952
1727945713.796545,1566,1.0175957679748535
1727945720.350221,1567,1.0779104232788086
1727945814.583161,1578,1.1587021350860596
1727945888.777569,1586,1.13716459274292
1727945915.248334,1590,1.0865180492401123
1727945950.151196,1592,1.100237488746643
1727946085.864266,1609,1.1303950548171997
1727946229.562154,1624,1.1259257793426514
1727946256.603218,1628,1.1855179071426392
1727946483.853493,1652,1.0158464908599854
1727946490.652833,1653,1.0924227237701416
1727946621.888863,1669,1.1742641925811768
1727946628.933888,1670,1.0928823947906494
1727946777.291894,1685,1.0289939641952515
1727946805.100723,1689,1.0027580261230469
1727946890.011421,1698,1.162636399269104
1727946961.673258,1705,1.0954066514968872
1727946968.769654,1706,1.1998933553695679
1727947082.456314,1719,1.0347497463226318
1727947168.632999,1728,1.0856293439865112
1727947226.316862,1733,1.209867238998413
1727947262.128968,1738,0.9593784213066101
1727947305.505047,1741,1.2469799518585205
1727947341.547673,1746,1.220531702041626
1727947363.261471,1749,1.1349552869796753
1727947494.921307,1761,1.0447609424591064
1727947552.94871,1769,1.0520164966583252
1727947625.033715,1776,1.1747230291366577
1727947698.640371,1783,0.9450704455375671
1727947786.017765,1792,1.197767972946167
1727947815.422301,1796,1.0660393238067627
1727947822.745695,1797,1.037555456161499
1727947830.116233,1798,1.2859587669372559
1727947844.693458,1800,1.0306217670440674
1727947889.192568,1803,1.09895658493042
1727947940.896097,1810,1.2302824258804321
1727948030.346997,1819,1.1809393167495728
1727948127.777743,1829,1.1632448434829712
1727948178.865612,1833,1.1469444036483765
1727948194.023031,1835,1.2355976104736328
1727948216.948471,1838,1.162895679473877
1727948276.004489,1843,1.2461814880371094
1727948298.449581,1846,1.1218929290771484
1727948306.057152,1847,1.170754075050354
1727948313.656283,1848,1.165765643119812
1727948501.809714,1867,1.156493902206421
1727948592.831072,1876,1.1211010217666626
1727948660.49716,1882,1.1730220317840576
1727948714.527333,1889,1.1248338222503662
1727948722.362346,1890,1.1945726871490479
1727948813.396094,1899,1.2512356042861938
1727948890.247158,1906,1.164719820022583
1727948994.905828,1918,1.1459426879882812
1727949078.813776,1927,1.0933620929718018
1727949127.501038,1931,1.0554633140563965
1727949220.284294,1941,1.269118070602417
1727949248.881025,1945,1.0469307899475098
1727949332.26724,1954,1.0603306293487549
1727949448.379445,1967,1.394757866859436
1727949471.062058,1970,1.3331559896469116
1727949532.362904,1976,1.3589664697647095
1727949546.505203,1978,1.074612021446228
1727949872.837423,2012,1.0785255432128906
1727949918.96691,2018,1.320855736732483
1727950080.570636,2035,1.1402690410614014
1727950095.472686,2037,1.1733001470565796
1727950110.80118,2039,1.130275011062622
1727950173.825687,2045,1.215627908706665
1727950196.891399,2048,1.2680752277374268
1727950210.962393,2050,1.1614351272583008
1727950380.886204,2068,1.1375625133514404
1727950520.106432,2082,1.0835893154144287
1727950535.40884,2084,1.3373692035675049
1727950710.625083,2102,1.2295341491699219
1727950742.269498,2106,1.2493999004364014
1727950828.704604,2114,1.2276781797409058
1727950860.908346,2118,1.2146886587142944
1727951008.307324,2131,1.0971295833587646
1727951056.487605,2137,1.2715561389923096
1727951313.508742,2161,1.2097276449203491
1727951433.376575,2173,1.250282645225525
1727951441.39838,2174,1.3240296840667725
1727951465.584178,2177,1.1659355163574219
1727951473.765581,2178,1.1382561922073364
1727951490.000365,2180,1.2677994966506958
1727951528.638772,2182,1.1598196029663086
1727951561.455995,2186,1.2528283596038818
1727951593.420741,2190,1.2062283754348755
1727951656.841292,2195,1.242476463317871
1727951673.111577,2197,1.2075865268707275
1727951840.02585,2212,1.2687755823135376
1727952183.513586,2246,1.3284622430801392
1727952215.779791,2250,1.257677435874939
1727952254.939915,2252,1.3139766454696655
1727952295.984935,2257,1.214591383934021
1727952389.950295,2266,1.2508426904678345
1727952475.488001,2274,0.9840647578239441
1727952507.421539,2278,1.0813676118850708
1727952610.202198,2288,1.177746057510376
1727952626.154045,2290,0.9462193250656128
1727952663.265335,2292,1.1806706190109253
1727952671.281365,2293,1.165032982826233
1727952703.358729,2297,1.3526506423950195
1727952727.485223,2300,1.195489764213562
1727952813.60202,2308,1.2992475032806396
1727952867.480681,2312,1.1666443347930908
1727953002.379107,2326,1.1511991024017334
1727953072.033181,2332,1.1699820756912231
1727953112.267151,2337,1.1733027696609497
1727953120.619667,2338,1.172404170036316
1727953136.866061,2340,1.127564787864685
1727953182.413015,2343,1.1695616245269775
1727953198.643962,2345,1.353358507156372
1727953214.935221,2347,1.4919283390045166
1727953223.101417,2348,1.2470016479492188
1727953300.771391,2355,1.1126720905303955
1727953325.330196,2358,1.247087836265564
1727953386.89819,2363,1.1810022592544556
1727953582.827072,2382,1.1516294479370117
1727953685.821371,2392,1.3041517734527588
1727953733.444441,2398,1.2405822277069092
1727953802.736518,2404,1.362984299659729
1727953834.51812,2408,1.2823454141616821
1727953842.340458,2409,1.3049646615982056
1727953953.300152,2420,1.3306305408477783
1727953982.405302,2421,1.1112345457077026
1727954124.43604,2436,1.2389376163482666
1727954227.251664,2446,1.1123749017715454
1727954320.633245,2455,1.2552216053009033
1727954500.559878,2472,1.0631487369537354
1727954667.604337,2490,1.2449392080307007
1727954696.514847,2491,1.2342321872711182
1727954712.865325,2493,1.399209976196289
1727954814.838571,2503,1.4555308818817139
1727954847.337884,2507,1.0917199850082397
1727955043.80221,2526,1.193459153175354
1727955153.427453,2537,1.1990102529525757
1727955240.479827,2545,1.1416244506835938
1727955309.575027,2551,1.2008562088012695
1727955317.573067,2552,1.3121910095214844
1727955334.135036,2554,1.1537474393844604
1727955350.145542,2556,1.2480528354644775
1727955411.217882,2561,1.130319356918335
1727955656.237479,2586,1.2103652954101562
1727955664.194513,2587,1.2800090312957764
1727955766.575228,2597,1.199947476387024
1727955782.805662,2599,1.294716238975525
1727955845.061154,2604,1.0549503564834595
1727955980.26235,2618,1.3545671701431274
1727956051.417052,2624,1.1649607419967651
1727956131.205532,2631,1.377524971961975
1727956147.430216,2633,1.1418745517730713
1727956163.525656,2635,1.3522424697875977
1727956287.644836,2648,1.1188337802886963
1727956340.921207,2652,1.301512598991394
1727956357.126297,2654,1.2172660827636719
1727956483.564438,2667,1.2115999460220337
1727956602.730243,2679,1.3968513011932373
1727956742.547245,2691,1.4776332378387451
1727956750.775665,2692,1.253170371055603
1727956758.892734,2693,1.1427600383758545
1727956844.527573,2701,1.3128551244735718
1727956893.351753,2707,1.2961788177490234
1727957072.328135,2724,1.28727126121521
1727957121.104519,2730,1.4742785692214966
1727957150.381434,2731,1.3718589544296265
1727957215.206677,2739,1.2654138803482056
1727957284.873257,2745,1.3604586124420166
1727957353.406006,2751,1.3081579208374023
1727957393.677497,2756,1.1807887554168701
1727957622.288062,2779,1.1263034343719482
1727957659.355796,2781,1.1274797916412354
1727957699.650184,2786,1.25618577003479
1727957760.658532,2791,1.437273383140564
1727957887.767487,2804,1.3792675733566284
1727957965.964809,2811,1.4272315502166748
1727958108.715214,2826,1.413928508758545
1727958226.721945,2838,1.3972097635269165
1727958271.712644,2841,1.256483793258667
1727958405.586426,2855,1.2586824893951416
1727958413.918966,2856,1.1834766864776611
1727958430.314792,2858,1.227601408958435
1727958752.896566,2890,1.251020073890686
1727958781.574132,2891,1.193575382232666
1727958789.703592,2892,1.2730762958526611
1727958845.556635,2899,1.3483340740203857
1727958955.985276,2910,1.1078581809997559
1727959119.696983,2925,1.4041095972061157
1727959144.034768,2928,1.1914383172988892
1727959160.363806,2930,1.3589292764663696
1727959465.834823,2960,1.4708178043365479
1727959605.096392,2972,1.2276185750961304
1727959613.28419,2973,1.3796977996826172
1727959707.193927,2982,1.1894333362579346
1727959801.612335,2991,1.3850094079971313
1727959850.078404,2997,1.1713016033172607
1727959903.666416,3001,1.3810997009277344
1727960062.239336,3018,1.4643040895462036
1727960078.737309,3020,1.2868553400039673
1727960108.049513,3021,1.3151521682739258
1727960116.288495,3022,1.045017957687378
1727960226.442242,3033,1.2498981952667236
1727960415.991817,3051,1.391562819480896
1727960576.147309,3068,1.362560510635376
1727960655.89702,3075,1.2729179859161377
1727960664.180964,3076,1.396484613418579
1727960895.334398,3099,1.1150273084640503
1727960990.041423,3108,1.2599458694458008
1727961005.933565,3110,1.250817060470581
1727961043.653189,3112,1.3593348264694214
1727961076.698009,3116,1.1519370079040527
1727961084.644681,3117,1.1377850770950317
1727961195.81519,3128,1.3412621021270752
1727961240.61365,3131,1.2866519689559937
1727961304.711115,3139,1.2635616064071655
1727961349.902673,3142,1.110378623008728
1727961444.340469,3151,1.2370586395263672
1727961585.952577,3166,1.3103586435317993
1727961618.11887,3170,1.2665743827819824
1727961655.581598,3172,1.4481145143508911
1727961797.686978,3187,1.3969675302505493
1727961924.584087,3200,1.2214314937591553
1727962175.137017,3223,1.518963098526001
1727962316.774234,3238,1.2995342016220093
1727962325.000274,3239,1.2448618412017822
1727962403.397524,3246,1.385951042175293
1727962464.964761,3251,1.183943271636963
1727962505.061354,3256,1.175492763519287
1727962537.058173,3260,1.3171658515930176
1727962574.542452,3262,1.1950860023498535
1727962724.549142,3278,1.2788496017456055
1727962834.224662,3289,1.2664813995361328
1727962911.370152,3296,1.163597822189331
1727962919.40271,3297,1.377529501914978
1727962997.398709,3304,0.9105010032653809
1727963021.741052,3307,1.2712948322296143
1727963279.88779,3331,1.1556169986724854
1727963304.453618,3334,1.283450961112976
1727963382.286581,3341,1.2626675367355347
1727963406.529209,3344,1.079016923904419
1727963414.751748,3345,1.1950966119766235
1727963430.739466,3347,1.3843729496002197
1727963438.839476,3348,1.3967560529708862
1727963643.786395,3368,1.2942415475845337
1727963705.396022,3373,1.284838080406189
1727963800.387908,3382,1.2284419536590576
1727963816.589815,3384,1.1060338020324707
1727964037.560116,3406,1.4214454889297485
1727964123.196095,3414,1.147868037223816
1727964257.356017,3428,1.4017894268035889
1727964265.665975,3429,1.2747083902359009
1727964327.742465,3434,1.2197108268737793
1727964368.149339,3439,0.995496928691864
1727964445.567233,3446,1.1794140338897705
1727964743.294509,3475,1.2636085748672485
1727964759.14608,3477,1.166049838066101
1727964775.273942,3479,1.4076889753341675
1727964860.716814,3487,1.126518964767456
1727965039.637957,3504,1.3111274242401123
1727965079.526172,3509,1.4079421758651733
1727965320.79802,3531,1.3857049942016602
1727965344.776684,3534,1.104408621788025
1727965385.071058,3539,1.0365440845489502
1727965463.087089,3546,1.510451078414917
1727965495.398187,3550,1.1526153087615967
1727965532.786591,3552,1.3413102626800537
1727965580.785663,3558,1.0061596632003784
1727965588.848856,3559,1.4148674011230469
1727965658.478501,3565,1.180215835571289
1727965736.465205,3572,1.203942060470581
1727965785.479078,3578,1.5041773319244385
1727965830.95665,3581,1.2618162631988525
1727965989.923606,3598,1.3259090185165405
1727966005.946872,3600,1.3211746215820312
1727966107.175116,3610,1.3046741485595703
1727966152.587952,3613,1.4525893926620483
1727966208.835946,3620,1.1330530643463135
1727966380.426257,3636,1.1434991359710693
1727966396.537636,3638,1.338707685470581
1727966466.497428,3644,1.163421869277954
1727966499.273557,3648,1.3559590578079224
1727966515.317223,3650,1.1262094974517822
1727966670.378554,3664,1.5578726530075073
1727966850.052317,3681,1.3284580707550049
1727966967.754347,3693,1.1882139444351196
1727967053.90858,3701,1.2377067804336548
1727967220.113827,3719,1.1434431076049805
1727967257.268708,3721,1.4162843227386475
1727967273.274708,3723,1.1827188730239868
1727967297.838895,3726,1.1764475107192993
1727967322.146864,3729,1.1607111692428589
1727967500.772072,3746,1.1839958429336548
1727967610.480819,3757,1.6026277542114258
1727967618.738377,3758,1.0504175424575806
1727967764.81361,3771,1.3604557514190674
1727968069.769847,3801,1.3953649997711182
1727968085.936588,3803,1.1995669603347778
1727968321.629859,3827,1.1712652444839478
1727968374.69037,3831,0.838723361492157
1727968390.970765,3833,1.3249261379241943
1727968439.062661,3839,1.330289602279663
1727968483.923493,3842,1.1570827960968018
1727968500.031137,3844,1.0086596012115479
1727968594.546596,3853,1.0451980829238892
1727968651.530846,3860,1.1681132316589355
1727968798.496959,3873,1.0301077365875244
1727968884.188753,3881,1.2098945379257202
1727969009.752464,3894,1.2111175060272217
1727969025.757187,3896,1.1107563972473145
1727969049.998607,3899,1.347331166267395
1727969189.049408,3911,1.4036028385162354
1727969221.762544,3915,1.2749688625335693
1727969262.317647,3920,1.2819043397903442
1727969299.62643,3922,1.5229254961013794
1727969401.608388,3932,1.283491849899292
1727969433.765693,3936,1.1399469375610352
1727969560.176546,3949,1.2755306959152222
1727969730.586399,3965,1.2233606576919556
1727969771.043913,3970,1.3022749423980713
1727969848.509016,3977,1.305824875831604
1727970115.414043,4002,1.6449953317642212
1727970123.420543,4003,1.192960262298584
1727970208.99446,4011,1.0417921543121338
1727970310.554342,4021,1.5350651741027832
1727970374.983553,4029,1.2579649686813354
1727970451.971091,4036,1.1249080896377563
1727970483.458832,4040,1.1657209396362305
1727970615.764376,4051,1.0598359107971191
1727970664.022457,4057,1.234249234199524
1727970732.151768,4063,1.3058340549468994
1727970951.940171,4085,1.0282275676727295
1727971061.66888,4096,1.0329827070236206
1727971122.486544,4101,1.1836357116699219
1727971195.774642,4110,1.2144696712493896
1727971224.591511,4111,1.2467230558395386
1727971334.170312,4122,1.027726411819458
1727971342.222977,4123,1.3069056272506714
1727971452.130849,4134,1.331773042678833
1727971476.487715,4137,1.1273664236068726
1727971553.62926,4144,1.3374663591384888
1727971577.784868,4147,0.9313414692878723
1727971585.649404,4148,1.160852313041687
1727971593.772805,4149,1.0284137725830078
1727972061.219522,4194,1.328052043914795
1727972102.032711,4199,1.1345001459121704
1727972110.114169,4200,0.9442928433418274
1727972211.276511,4210,1.3098039627075195
1727972969.234682,4283,1.2668275833129883
1727973079.8025,4294,1.1526248455047607
1727973088.053076,4295,1.1432600021362305
1727973104.26405,4297,1.1321616172790527
1727973120.5525,4299,1.031999111175537
1727973165.828173,4302,1.2109044790267944
1727973174.056595,4303,0.7731775045394897
1727973189.654265,4305,1.0634300708770752
1727973417.899258,4328,1.214982271194458
1727973479.406363,4333,1.0507495403289795
1727973503.645048,4336,0.845079243183136
1727973589.660796,4344,1.0375642776489258
1727973699.511157,4355,0.9858695864677429
1727973793.263075,4364,1.2988829612731934
1727973817.783188,4367,1.0836119651794434
1727973825.96455,4368,1.1759521961212158
1727973988.403953,4383,0.856939971446991
1727974137.466162,4399,1.1814513206481934
1727974206.432538,4405,1.2721331119537354
1727974238.722531,4409,1.3254541158676147
1727974332.432576,4418,1.0543859004974365
1727974348.534587,4420,1.2972103357315063
1727974442.187432,4429,1.2714736461639404
1727974495.733427,4433,1.1655714511871338
1727974544.775596,4439,1.1983280181884766
1727974606.866664,4444,1.076182246208191
1727974826.637544,4466,1.2159545421600342
1727974859.093615,4470,1.3364847898483276
1727974953.028875,4479,1.3085476160049438
1727975115.699376,4494,1.0915817022323608
1727975192.828867,4501,1.3094593286514282
1727975241.065153,4507,0.963459849357605
1727975294.466075,4511,1.327772617340088
1727975302.547219,4512,0.9556366801261902
1727975498.35847,4531,0.945417582988739
1727975506.454889,4532,0.9907451868057251
1727975522.799676,4534,0.9145069122314453
1727975570.770361,4540,1.2805132865905762
1727975616.56476,4543,1.3435181379318237
1727975876.620669,4570,0.8143213391304016
1727975945.754223,4576,0.9624351263046265
1727975977.638701,4580,0.762214720249176
1727976023.030254,4583,1.032594084739685
1727976108.510835,4591,1.3479865789413452
1727976124.68976,4593,1.0812556743621826
1727976282.337791,4610,1.2318960428237915
1727976311.220146,4611,0.9075220227241516
1727976486.112677,4630,1.4006237983703613
1727976515.529834,4631,1.417258858680725
1727976539.664035,4634,1.047011375427246
1727976634.45122,4643,1.329571008682251
1727976721.15998,4651,0.9513408541679382
1727976737.374789,4653,0.9032427072525024
1727976745.228259,4654,0.6794421672821045
1727976888.779644,4669,1.360277771949768
1727976992.024009,4679,1.1806083917617798
1727977039.194564,4682,1.1784417629241943
1727977150.264521,4693,1.1212692260742188
1727977174.648444,4696,1.3641608953475952
1727977190.719222,4698,1.0035758018493652
1727977206.955359,4700,1.2287572622299194
1727977348.278966,4712,1.1433817148208618
1727977508.4735,4729,1.4331133365631104
1727977673.128304,4744,1.0620079040527344
1727977721.82103,4750,1.110792875289917
1727977800.502647,4757,1.3348768949508667
1727977886.920188,4765,1.0179849863052368
1727977919.4623,4769,1.2555973529815674
1727977998.798191,4776,1.066744089126587
1727978006.95129,4777,1.114894986152649
1727978014.912241,4778,0.9827414751052856
1727978118.877816,4788,1.004551887512207
1727978396.542505,4814,1.2314825057983398
1727978437.09123,4819,0.6032173037528992
1727978610.861354,4835,0.9975641965866089
1727978651.295353,4840,0.8791605234146118
1727978721.572754,4846,1.3086888790130615
1727978753.621055,4850,0.7339612245559692
1727978784.29675,4851,0.8693615198135376
1727978848.521275,4859,1.0018609762191772
1727978895.818149,4862,1.2830729484558105
1727978904.125833,4863,0.9539162516593933
1727978920.705976,4865,1.1726062297821045
1727978945.100822,4868,1.2393958568572998
1727979040.04132,4877,1.1090686321258545
1727979093.025063,4881,1.0363550186157227
1727979125.114694,4885,1.1087214946746826
1727979149.680738,4888,0.976589560508728
1727979157.787508,4889,1.3143599033355713
1727979227.255265,4895,1.414229154586792
1727979296.619473,4901,1.111140251159668
1727979312.583731,4903,1.025895357131958
1727979336.860126,4906,0.8490579724311829
1727979540.881451,4926,1.140446424484253
1727979703.501959,4941,1.2224992513656616
1727979821.482488,4953,1.1612811088562012
1727980016.31312,4972,1.080493688583374
1727980032.268295,4974,1.132502555847168
1727980181.699068,4990,0.969992458820343
1727980226.642176,4993,1.139858603477478
1727980242.806613,4995,1.2047531604766846
1727980251.104548,4996,0.9211300015449524
1727980446.792765,5015,1.2086474895477295
1727980682.272058,5039,1.01986563205719
1727980727.376588,5042,0.9080756306648254
1727980852.525079,5055,1.2053349018096924
1727980937.636065,5063,0.8924881815910339
1727981031.450931,5072,1.1330548524856567
1727981055.574883,5075,1.1334187984466553
1727981071.567188,5077,0.8853475451469421
1727981079.447031,5078,0.8909891843795776
1727981234.723238,5092,0.9396864771842957
1727981299.499251,5100,1.07077157497406
1727981538.173756,5122,0.807203471660614
1727981586.62181,5128,1.0729871988296509
1727981631.423047,5131,1.3185226917266846
1727981687.355334,5138,0.7853196263313293
1727981834.136389,5151,0.7986655235290527
1727981850.483842,5153,0.9593212008476257
1727981858.510132,5154,0.7805613279342651
1727981935.737406,5161,0.8966846466064453
1727982102.900586,5179,1.0727875232696533
1727982273.288247,5195,0.9923394918441772
1727982350.987212,5202,1.0581510066986084
1727982390.90778,5207,1.1023427248001099
1727982398.831949,5208,0.989222526550293
1727982467.79575,5214,0.9848290681838989
1727982593.647113,5227,0.7990366816520691
1727982609.305266,5229,0.6744598150253296
1727982678.447365,5235,0.9727609753608704
1727982950.857671,5261,1.161603569984436
1727982991.014217,5266,0.7897638082504272
1727983115.49562,5279,0.8735064268112183
1727983168.642664,5283,0.8067145347595215
1727983355.15589,5301,0.9839493632316589
1727983419.551388,5309,1.248490571975708
1727983668.317793,5332,0.9185304641723633
1727983692.564221,5335,0.8095792531967163
1727983700.634656,5336,1.1226725578308105
1727983733.119576,5340,0.8630894422531128
1727983762.648285,5341,1.178904414176941
1727983794.703965,5345,1.1356507539749146
1727984013.563792,5367,0.9580114483833313
1727984242.06568,5390,0.6950042247772217
1727984389.109551,5403,1.065566062927246
1727984538.780015,5419,1.0832465887069702
1727984650.088418,5430,1.1946618556976318
1727984825.33818,5446,0.773287832736969
1727984849.570496,5449,1.0018317699432373
1727984960.187135,5460,0.7885899543762207
1727984990.341945,5461,0.9474996328353882
1727985014.149233,5464,0.8522174954414368
1727985193.171922,5481,1.0133006572723389
1727985225.448,5485,0.7399278879165649
1727985428.718707,5505,0.8053914308547974
1727985444.898878,5507,1.0641939640045166
1727985600.240372,5521,0.45164012908935547
1727985640.97885,5526,0.9180253148078918
1727985774.445707,5540,0.800845742225647
1727985803.545697,5541,0.6586171388626099
1727985819.344771,5543,1.0343246459960938
1727985860.105514,5548,0.9210922122001648
1727986149.599372,5576,0.8310502171516418
1727986242.766903,5585,1.0725839138031006
1727986319.968868,5592,0.7732598185539246
1727986352.081229,5596,1.0205044746398926
1727986420.806046,5602,0.7278017997741699
1727986468.768641,5608,0.7278670072555542
1727986530.237428,5613,1.0557044744491577
1727986554.539851,5616,0.9499508142471313
1727986570.901227,5618,0.8072509765625
1727986732.675951,5633,1.0939775705337524
1727986827.018846,5642,1.1375257968902588
1727986891.760357,5650,0.8626154661178589
1727987072.006146,5667,1.0785362720489502
1727987134.759661,5672,0.9076892733573914
1727987150.74041,5674,0.9617549180984497
1727987269.930814,5686,0.843449592590332
1727987286.152617,5688,0.6463655829429626
1727987356.81632,5694,0.7943321466445923
1727987475.092838,5706,0.9113210439682007
1727987537.939787,5711,0.8792460560798645
1727987640.65916,5721,1.0892951488494873
