,rr time,fl time,perf
astlingen_01_25_2007_13,20.880657196044922,75.7592813067722,896.2079306735518
astlingen_02_04_2007_10,15.381735801696777,75.37521359765319,19.628494550756542
astlingen_02_08_2007_07,14.218840837478638,75.39904920058915,5742.304361982538
astlingen_02_10_2007_02,21.126002311706543,75.7887513861697,398.92640078280454
astlingen_02_21_2007_13,21.926950931549072,76.50065241697942,96.99499922509126
astlingen_02_24_2007_17,17.986642599105835,75.5702349570802,34.99732027714398
astlingen_02_28_2007_12,18.519389390945435,75.61336955369687,1290.055767795589
astlingen_03_19_2007_14,27.927407026290894,75.61083717857089,0.0
astlingen_04_04_2007_12,8.641761064529419,75.82235304430911,7201.137605799261
astlingen_04_05_2007_09,14.884763956069946,75.85446383447358,384.6875855682248
astlingen_04_10_2007_02,14.128263235092163,76.1848788169714,25.63906838418845
astlingen_04_27_2007_11,37.03405046463013,76.78367804248819,67.362828364561
astlingen_04_29_2007_02,19.288073539733887,76.65914388364583,79.81365342211053
astlingen_05_10_2007_22,20.304062843322754,77.01085322683308,368.86192705047466
astlingen_05_22_2007_05,18.40036630630493,77.5234427566224,7730.653375685873
astlingen_06_12_2007_23,11.113343715667725,77.3077621694122,17.13200849458437
astlingen_07_18_2007_12,7.523692846298218,78.05874592298036,8830.897730311559
astlingen_07_23_2007_19,16.695621967315674,77.75774293538382,721.4497487027085
astlingen_07_25_2007_01,12.865463733673096,77.28476739444321,6632.33162003822
astlingen_07_27_2007_22,13.847566843032837,77.3771379250008,0.0
astlingen_07_31_2007_00,28.652843236923218,78.02366759761786,7012.892210469134
astlingen_08_15_2007_13,8.749306678771973,77.65549606148915,485.7227828776227
astlingen_08_22_2007_08,7.200601816177368,77.80760650393329,75.08317575420102
astlingen_08_22_2007_21,5.307035684585571,79.69812269046389,2824.8395255612313
astlingen_08_30_2007_03,16.850701570510864,81.20507417600366,148.35057020268604
astlingen_08_30_2007_21,14.825150728225708,78.1713791411174,2450.19077697167
astlingen_09_26_2007_12,3.7775981426239014,77.94119420647621,9348.043988753656
astlingen_11_12_2007_20,12.963332414627075,78.38904866400887,6.7505813249747675
astlingen_11_13_2007_14,5.901470899581909,78.8293896951983,3804.8152264413243
astlingen_11_16_2007_03,11.692485094070435,78.76145916837987,709.7878706821093
astlingen_11_17_2007_20,17.882070302963257,78.26140069110053,502.76618240140215
astlingen_11_19_2007_15,18.97805094718933,78.30012912042973,17.7547313662123
astlingen_12_11_2007_21,8.261614084243774,79.57388403442468,7.454718966224012
astlingen_12_13_2007_10,14.048965215682983,79.1601230518238,3.064818974035674
astlingen_12_17_2007_20,5.503998041152954,78.92521304097669,739.2025450866383
astlingen_12_24_2007_21,8.608411073684692,79.16605705743308,766.3675837427352
astlingen_12_27_2007_17,11.950469732284546,79.09826333484342,7140.5990825586305
