,rr time,fl time,perf,objective
astlingen_01_25_2007_13,18.772136688232422,25.765667583535894,410.00051243497336,-1120.0358556690655
astlingen_02_04_2007_10,16.033897638320923,24.863726140479365,58.029444996182974,-1083.7948270894644
astlingen_02_08_2007_07,14.256943941116333,26.815762803524354,4769.646410994086,3980.5730661999437
astlingen_02_10_2007_02,19.012560606002808,25.441806512001232,444.2973119087806,-999.3217931185636
astlingen_02_21_2007_13,21.440448760986328,26.47081908122266,10.48434105589563,-1534.3471562019627
astlingen_02_24_2007_17,19.687805652618408,35.91826150865119,5.062204129464767,-1210.6068937036553
astlingen_02_28_2007_12,16.61747717857361,55.26830596900454,1065.9774618475035,-365.13615389860195
astlingen_03_19_2007_14,25.081984043121338,25.644853533088387,0.0,-1864.5297710354857
astlingen_04_04_2007_12,8.084929704666138,23.525504709544936,6811.531502242863,8107.837440793417
astlingen_04_05_2007_09,13.718281984329224,26.32953687870141,48.95147241624933,-1041.4820242806259
astlingen_04_10_2007_02,13.482254028320312,25.974342619761444,7.016740333362213,-958.3874358873919
astlingen_04_27_2007_11,34.20051431655884,26.59209238527973,0.0,-1892.1144955470218
astlingen_04_29_2007_02,18.208131313323975,25.153185106350474,19.886348749456374,-1088.5289065901097
astlingen_05_10_2007_22,21.55113172531128,25.213318300686673,239.800437875174,-891.0196160289663
astlingen_05_22_2007_05,17.892095804214478,25.551351675327787,7133.074876961629,6524.481743103164
astlingen_06_12_2007_23,8.627114057540894,25.069587360535348,5.0244477454251335,-667.8287086760349
astlingen_07_18_2007_12,5.350835561752319,24.557844115542128,8481.309249731803,9766.090116807021
astlingen_07_23_2007_19,16.401366233825684,25.381017106524585,473.5610826604314,-680.4244074971635
astlingen_07_25_2007_01,11.667768001556396,24.23477361528136,6231.307973815878,5793.297439822873
astlingen_07_27_2007_22,13.850005388259888,26.025905415515773,0.0,-714.5769372826203
astlingen_07_31_2007_00,23.725511074066162,25.995893701528892,5686.318766439679,3802.1428852650797
astlingen_08_15_2007_13,7.188942909240723,23.36627418764176,448.49776538712854,-48.564900363087474
astlingen_08_22_2007_08,5.918736457824707,24.181843166109882,70.03657932582912,-347.1311927828588
astlingen_08_22_2007_21,4.4626851081848145,21.221544487722987,2324.64862974842,3704.528194230985
astlingen_08_30_2007_03,11.755151271820068,23.505879322184793,99.1483573174054,-1004.2660323341901
astlingen_08_30_2007_21,12.453412055969238,24.292189736115304,1908.2328584339207,1362.424175648608
astlingen_09_26_2007_12,3.1984002590179443,23.223091185092926,9049.876863592179,9038.400668146434
astlingen_11_12_2007_20,10.901371717453003,26.03049993164399,23.590092316570022,-938.7657868909222
astlingen_11_13_2007_14,5.400739431381226,21.501246390804166,3611.998997976412,3744.2975781207374
astlingen_11_16_2007_03,10.718636751174927,24.293625730809158,725.1677742054142,30.63807797163372
astlingen_11_17_2007_20,17.223453760147095,23.850978946199223,589.7157712148387,-741.5141610714132
astlingen_11_19_2007_15,17.497461080551147,25.854685157109675,6.85490962682122,-1218.7888191174363
astlingen_12_11_2007_21,7.548475027084351,25.10441713386707,15.453643024134514,-509.8682555543683
astlingen_12_13_2007_10,12.175861597061157,25.503088176250458,14.977229985887968,-931.6209220076795
astlingen_12_17_2007_20,5.321618318557739,22.5801183314159,629.9859518214597,555.6836418253895
astlingen_12_24_2007_21,7.878746509552002,24.634186233792985,394.9443882090392,-281.1425430878015
astlingen_12_27_2007_17,11.221708059310913,24.21108966873538,6616.189696691929,6863.045777406854
