,river,creek,wwtp,setting,controlled,obj
01_25_2007_13,639.67468928949,0.0,14098.497647468772,40.88709987585545,0.0,-770.1750754573874
02_04_2007_10,0.0,0.0,9663.28330065283,38.432399912524225,0.0,-966.3283300652831
02_08_2007_07,5692.131523652858,0.0,11501.818010112805,34.55029989664555,0.0,4541.949722641577
02_10_2007_02,486.37490472151603,0.005850169499259034,12004.105638387122,68.42760003988744,0.0,-714.0239587781978
02_21_2007_13,0.0,0.0,13844.211100197475,34.720799996304514,0.0,-1384.4211100197476
02_24_2007_17,0.0,0.0,10922.592785712104,42.441799833226206,0.0,-1092.2592785712104
02_28_2007_12,2169.744900856863,0.0,12057.177685560278,36.19769985859394,0.0,964.0271323008349
03_19_2007_14,0.0,0.0,18302.780313580024,21.248100100803377,0.0,-1830.2780313580024
04_04_2007_12,4839.298052309132,1971.1102960491157,5380.484262228042,18.671300007748606,0.0,8243.470218184559
04_05_2007_09,0.0,0.0,9428.557558151526,27.00369991247654,0.0,-942.8557558151526
04_10_2007_02,0.0,0.0,8562.074141891153,19.508899911093714,0.0,-856.2074141891153
04_27_2007_11,0.0,0.0,18555.35459748705,13.371100037145615,0.0,-1855.535459748705
04_29_2007_02,0.0,0.0,9999.910383060069,24.50249989216328,0.0,-999.9910383060069
05_10_2007_22,131.6001070319515,0.0,10702.405719590828,22.964899970936777,0.0,-938.6404649271315
05_22_2007_05,7997.659215537259,0.0,11427.801674925488,18.66209997122288,0.0,6854.8790480447105
06_12_2007_23,0.0,0.0,5816.698607464947,24.736199869561197,0.0,-581.6698607464947
07_18_2007_12,6915.326258404252,1798.4983879083047,4635.968597945768,15.747300042557717,0.0,10048.726174426285
07_23_2007_19,601.7251798386405,0.0,10681.042055191403,31.610300041413307,0.0,-466.3790256804998
07_25_2007_01,5855.026134701247,683.9440347561157,9214.803009472613,17.44289989655018,0.0,6301.433903266217
07_27_2007_22,0.0,0.0,6730.44012499327,19.368500008034708,0.0,-673.044012499327
07_31_2007_00,6185.339329113434,0.0,18478.768361120776,43.21809975688457,0.0,4337.462493001357
08_15_2007_13,356.18647653493696,0.0,4828.332771053666,15.186599983620644,0.0,-126.64680057042966
08_22_2007_08,0.0,0.004604281387882998,3912.5408859023137,15.098700030493736,0.0,-391.2448800274556
08_22_2007_21,424.58424915727164,1894.7845638802776,3700.9442357675944,7.401999964165688,0.0,3844.0589533410675
08_30_2007_03,0.0,0.0,9288.04425825034,40.156699954319,0.0,-928.8044258250341
08_30_2007_21,1537.1043619450293,661.0873733910494,9650.016478711255,27.617599948096277,0.0,1894.2774608560026
09_26_2007_12,8922.344250783655,246.92728261085483,2609.8224498732934,20.13700006787777,0.0,9155.216571018034
11_12_2007_20,0.0,0.0,7420.539506075846,26.0442998844862,0.0,-742.0539506075846
11_13_2007_14,3253.0906157675777,756.5812323400355,3864.9906881377146,14.292899979996681,0.0,4379.754011633877
11_16_2007_03,551.9566606423821,0.0,6614.06037237594,25.157100065398218,0.0,-109.4493765952119
11_17_2007_20,701.1068095245871,563.2709082599996,11578.763398964069,44.39019997303486,0.0,669.7722861481793
11_19_2007_15,0.0,0.0,11234.67823478049,28.439700021195414,0.0,-1123.467823478049
12_11_2007_21,0.0,0.0,4861.244250980764,28.675700022625925,0.0,-486.1244250980765
12_13_2007_10,0.0,0.0,7680.495231834669,31.39630009119511,0.0,-768.0495231834669
12_17_2007_20,252.73640907624176,297.5944266747238,3763.641311795564,6.233499987769127,0.0,471.561131246133
12_24_2007_21,308.8298314350186,2.805484394926648,5972.330644375244,17.1938999134779,0.0,-282.7922642126526
12_27_2007_17,5810.435624716503,1244.7417657162637,7859.97221412713,28.329499884295466,0.0,7513.921934736317
